origin,day_of_week,decimal_time,wait|10603,wait|10622,wait|14122,destination,travel_time
15366,2,5.3,,,24.7,10632,0.58
15366,2,5.72,,,21.03,10632,0.82
15366,2,6.07,,,41.28,10632,0.85
15366,2,6.75,,,13.93,10632,0.72
15366,2,6.98,,,18.62,10632,0.78
15366,2,7.3,,,20.65,10632,0.73
15366,2,7.63,,,8.05,10632,1.17
15366,2,7.77,,,11.33,10632,1.58
15366,2,7.97,,,18.8,10632,2.2
15366,2,8.27,,,1.53,10632,0.4
15366,2,8.3,,,12.72,10632,0.65
15366,2,8.52,,,10.4,10632,0.87
15366,2,8.68,,,9.32,10632,0.02
15366,2,8.83,,,9.57,10632,0.52
15366,2,9.0,,,22.03,10632,0.55
15366,2,9.37,,,3.6,10632,0.47
15366,2,9.43,,,15.97,10632,0.43
15366,2,9.68,,,21.03,10632,0.17
15366,2,10.05,,,1.98,10632,0.38
15366,2,10.07,,,9.77,10632,0.43
15366,2,10.23,,,20.55,10632,0.52
15366,2,10.58,,,9.4,10632,0.52
15366,2,10.73,,,10.08,10632,0.12
15366,2,10.9,,,4.57,10632,0.37
15366,2,10.98,,,19.65,10632,0.37
15366,2,11.32,,,7.4,10632,0.68
15366,2,11.43,,,15.02,10632,0.37
15366,2,11.68,,,6.85,10632,0.45
15366,2,11.8,,,23.15,10632,0.4
15366,2,12.18,,,5.0,10632,0.78
15366,2,12.27,,,18.73,10632,0.33
15366,2,12.58,,,2.82,10632,0.95
15366,2,12.62,,,18.8,10632,0.33
15366,2,12.93,,,7.37,10632,0.68
15366,2,13.07,,,9.77,10632,0.73
15366,2,13.22,,,25.0,10632,0.88
15366,2,13.63,,,2.38,10632,0.95
15366,2,13.68,,,12.43,10632,0.42
15366,2,13.88,,,12.93,10632,0.42
15366,2,14.1,,,25.97,10632,0.58
15366,2,14.53,,,15.75,10632,0.4
15366,2,14.8,,,3.5,10632,0.65
15366,2,14.85,,,7.92,10632,0.52
15366,2,14.98,,,1.8,10632,0.47
15366,2,15.02,,,10.52,10632,0.03
15366,2,15.2,,,16.77,10632,0.73
15366,2,15.47,,,18.45,10632,0.6
15366,2,15.78,,,6.73,10632,0.7
15366,2,15.9,,,5.92,10632,0.5
15366,2,15.98,,,12.05,10632,0.77
15366,2,16.2,,,9.7,10632,0.67
15366,2,16.35,,,16.45,10632,0.45
15366,2,16.63,,,20.75,10632,0.38
15366,2,16.97,,,0.12,10632,0.83
15366,2,16.98,,,16.02,10632,0.35
15366,2,17.25,,,10.77,10632,0.77
15366,2,17.42,,,20.08,10632,0.58
15366,2,17.75,,,5.93,10632,0.53
15366,2,17.85,,,15.17,10632,0.43
15366,2,18.12,,,12.47,10632,0.48
15366,2,18.32,,,21.18,10632,0.77
15366,2,18.67,,,19.45,10632,0.5
15366,2,19.0,,,11.32,10632,0.78
15366,2,19.18,,,20.63,10632,0.53
15366,2,19.53,,,16.02,10632,0.63
15366,2,19.8,,,1.23,10632,0.78
15366,2,19.82,,,10.63,10632,0.35
15366,2,19.98,,,16.35,10632,0.43
15366,2,20.27,,,11.87,10632,0.42
15366,2,20.47,,,7.55,10632,0.58
15366,2,20.58,,,28.3,10632,0.33
15366,2,21.07,,,22.48,10632,0.33
15366,2,21.43,,,10.97,10632,0.38
15366,2,21.62,,,38.68,10632,0.28
15366,2,22.27,,,4.88,10632,0.68
15366,2,22.35,,,58.32,10632,0.55
15366,2,23.32,,,3.0,10632,0.3
15366,2,23.37,,,37.07,10632,0.37
15366,2,23.98,,,16.1,10632,0.35
15366,2,0.25,,,20.62,10632,0.28
15366,2,0.6,,,34.92,10632,0.38
15366,2,1.18,,,29.07,10632,0.8
15366,2,1.67,,,12.88,10632,0.43
15366,2,1.87,,,,10632,0.43
15366,3,4.73,,,33.47,10632,0.73
15366,3,5.3,,,24.78,10632,0.53
15366,3,5.7,,,40.83,10632,0.38
15366,3,6.38,,,19.52,10632,0.73
15366,3,6.72,,,23.17,10632,0.82
15366,3,7.1,,,9.32,10632,0.68
15366,3,7.25,,,18.35,10632,0.52
15366,3,7.57,,,12.82,10632,0.82
15366,3,7.77,,,17.83,10632,0.65
15366,3,8.07,,,3.28,10632,0.4
15366,3,8.12,,,10.95,10632,0.9
15366,3,8.3,,,9.55,10632,0.95
15366,3,8.47,,,7.38,10632,0.35
15366,3,8.58,,,7.08,10632,0.85
15366,3,8.7,,,21.6,10632,0.63
15366,3,9.07,,,13.78,10632,0.33
15366,3,9.3,,,13.98,10632,0.58
15366,3,9.53,,,27.32,10632,0.4
15366,3,9.98,,,3.35,10632,0.52
15366,3,10.03,,,9.75,10632,0.55
15366,3,10.2,,,18.95,10632,0.33
15366,3,10.52,,,13.38,10632,0.72
15366,3,10.75,,,13.83,10632,0.43
15366,3,10.97,,,1.13,10632,0.08
15366,3,11.0,,,16.4,10632,0.4
15366,3,11.27,,,10.17,10632,0.38
15366,3,11.43,,,14.9,10632,0.53
15366,3,11.68,,,7.77,10632,0.63
15366,3,11.82,,,16.43,10632,0.67
15366,3,12.08,,,11.83,10632,0.63
15366,3,12.28,,,13.08,10632,0.55
15366,3,12.5,,,13.82,10632,0.6
15366,3,12.73,,,6.92,10632,0.47
15366,3,12.85,,,19.7,10632,0.72
15366,3,13.18,,,6.02,10632,0.6
