origin,day_of_week,decimal_time,wait|10603,wait|10622,wait|14122,destination,travel_time
10622,2,4.63,,,35.27,10624,1.13
10622,2,5.23,,,23.82,10624,0.97
10622,2,5.63,,,20.2,10624,0.83
10622,2,5.97,,,41.15,10624,1.38
10622,2,6.65,,,14.72,10624,1.48
10622,2,6.9,,,17.85,10624,0.8
10622,2,7.18,,,19.55,10624,1.13
10622,2,7.52,,,9.05,10624,1.45
10622,2,7.67,,,10.5,10624,1.5
10622,2,7.85,,,17.42,10624,1.82
10622,2,8.13,,,2.55,10624,2.35
10622,2,8.17,,,12.63,10624,2.15
10622,2,8.38,,,17.77,10624,1.42
10622,2,8.68,,,4.22,10624,0.03
10622,2,8.75,,,9.22,10624,0.97
10622,2,8.9,,,22.62,10624,1.05
10622,2,9.28,,,3.67,10624,1.35
10622,2,9.35,,,14.03,10624,0.78
10622,2,9.58,,,23.38,10624,0.8
10622,2,9.97,,,0.57,10624,1.15
10622,2,9.98,,,10.9,10624,0.9
10622,2,10.15,,,19.08,10624,0.95
10622,2,10.48,,,6.15,10624,1.3
10622,2,10.58,,,14.52,10624,0.93
10622,2,10.82,,,5.63,10624,1.02
10622,2,10.92,,,17.83,10624,0.7
10622,2,11.22,,,8.32,10624,1.35
10622,2,11.35,,,14.6,10624,1.02
10622,2,11.6,,,6.53,10624,1.27
10622,2,11.7,,,21.9,10624,1.52
10622,2,12.07,,,7.77,10624,1.28
10622,2,12.2,,,18.35,10624,0.77
10622,2,12.5,,,2.95,10624,1.18
10622,2,12.55,,,17.57,10624,1.17
10622,2,12.85,,,7.98,10624,1.28
10622,2,12.98,,,10.07,10624,1.12
10622,2,13.15,,,22.95,10624,0.88
10622,2,13.53,,,3.62,10624,1.33
10622,2,13.58,,,12.77,10624,0.87
10622,2,13.8,,,12.93,10624,1.1
10622,2,14.02,,,25.65,10624,1.03
10622,2,14.45,,,14.97,10624,1.27
10622,2,14.7,,,1.95,10624,1.93
10622,2,14.73,,,10.05,10624,2.03
10622,2,14.9,,,7.15,10624,1.57
10622,2,15.02,,,5.73,10624,0.07
