origin,day_of_week,decimal_time,wait|10603,wait|10622,wait|14122,destination,travel_time
10619,2,0.17,,20.27,20.27,10621,0.92
10619,2,0.52,,33.93,33.93,10621,0.92
10619,2,1.07,,28.03,28.03,10621,0.72
10619,2,1.55,,14.38,14.38,10621,1.72
10619,2,1.78,,61.23,,10621,1.37
10619,2,2.8,,,,10621,1.15
10619,3,4.15,,17.05,,10621,1.32
10619,3,4.43,,13.13,,10621,1.17
10619,3,4.65,,6.63,32.02,10621,0.97
10619,3,5.18,,25.63,25.63,10621,1.25
10619,3,5.6,,7.02,38.88,10621,1.15
10619,3,5.73,,31.87,,10621,1.43
10619,3,6.25,,0.17,18.83,10621,1.73
10619,3,6.27,,18.67,,10621,6.58
10619,3,6.57,,19.38,22.98,10621,1.53
10619,3,6.9,,3.6,,10621,1.37
10619,3,6.95,,10.85,10.85,10621,0.98
10619,3,7.13,,15.4,16.7,10621,1.25
10619,3,7.38,,1.3,,10621,1.58
10619,3,7.42,,11.73,11.73,10621,1.65
10619,3,7.6,,15.67,15.67,10621,1.87
10619,3,7.87,,4.3,4.3,10621,3.78
10619,3,7.93,,9.73,9.73,10621,3.48
10619,3,8.1,,14.17,14.17,10621,4.87
10619,3,8.33,,8.38,8.38,10621,1.58
10619,3,8.48,,7.2,7.2,10621,0.98
10619,3,8.6,,21.45,21.45,10621,1.23
10619,3,8.95,,13.83,13.83,10621,1.02
10619,3,9.18,,14.33,14.33,10621,1.35
10619,3,9.43,,26.92,26.92,10621,1.0
10619,3,9.87,,4.47,4.47,10621,1.27
10619,3,9.95,,8.63,8.63,10621,1.02
10619,3,10.1,,17.53,17.53,10621,1.27
10619,3,10.38,,14.72,14.72,10621,1.23
10619,3,10.63,,14.57,14.57,10621,1.28
10619,3,10.87,,5.07,5.07,10621,1.2
10619,3,10.95,,12.15,12.15,10621,0.17
10619,3,11.17,,9.83,9.83,10621,1.95
10619,3,11.32,,15.85,15.85,10621,1.35
10619,3,11.58,,6.97,6.97,10621,1.32
10619,3,11.7,,14.13,14.13,10621,1.07
10619,3,11.93,,14.45,14.45,10621,1.6
10619,3,12.18,,11.3,11.3,10621,1.33
10619,3,12.37,,15.65,15.65,10621,1.98
10619,3,12.63,,8.73,8.73,10621,1.35
10619,3,12.78,,15.67,15.67,10621,0.72
10619,3,13.03,,7.45,7.45,10621,1.52
10619,3,13.17,,19.88,19.88,10621,1.55
10619,3,13.5,,3.05,3.05,10621,1.7
10619,3,13.55,,12.93,12.93,10621,1.85
10619,3,13.75,,11.0,11.0,10621,0.97
10619,3,13.93,,18.15,18.15,10621,1.5
10619,3,14.25,,10.4,10.4,10621,1.65
10619,3,14.42,,17.38,17.38,10621,1.68
10619,3,14.7,,4.92,4.92,10621,1.6
10619,3,14.78,,6.52,6.52,10621,1.25
10619,3,14.9,,12.35,12.35,10621,1.15
10619,3,15.1,,15.68,15.68,10621,1.65
10619,3,15.37,,11.6,11.6,10621,6.25
10619,3,15.55,,1.05,1.05,10621,3.62
10619,3,15.58,,8.33,16.87,10621,3.48
10619,3,15.72,,8.53,,10621,2.87
10619,3,15.85,,11.95,11.95,10621,1.9
10619,3,16.05,,9.8,9.8,10621,0.85
10619,3,16.22,,0.1,20.92,10621,1.02
10619,3,16.22,,13.2,,10621,0.8
10619,3,16.43,,7.62,,10621,1.47
10619,3,16.57,,9.95,9.95,10621,1.5
10619,3,16.73,,8.28,8.28,10621,0.98
10619,3,16.87,,18.32,21.05,10621,1.6
10619,3,17.18,,2.73,,10621,1.35
10619,3,17.22,,3.08,3.08,10621,0.55
10619,3,17.27,,14.23,15.22,10621,1.38
10619,3,17.53,,11.75,11.75,10621,1.52
10619,3,17.72,,7.13,22.42,10621,1.55
10619,3,17.85,,15.28,,10621,1.32
10619,3,18.1,,0.2,0.2,10621,1.57
10619,3,18.1,,15.78,32.73,10621,1.6
10619,3,18.37,,16.95,,10621,1.2
10619,3,18.65,,1.02,13.83,10621,1.85
10619,3,18.88,,11.63,11.63,10621,1.28
10619,3,19.07,,6.45,22.73,10621,0.9
10619,3,19.18,,16.28,,10621,1.27
10619,3,19.45,,15.23,15.23,10621,1.03
10619,3,19.7,,1.07,1.07,10621,0.77
10619,3,19.72,,13.38,13.38,10621,1.22
10619,3,19.95,,8.42,8.42,10621,1.3
10619,3,20.08,,38.47,38.47,10621,0.9
10619,3,20.73,,16.72,16.72,10621,0.7
10619,3,21.0,,12.98,12.98,10621,1.08
10619,3,21.22,,19.25,19.25,10621,0.93
10619,3,21.53,,49.87,49.87,10621,0.98
10619,3,22.37,,35.72,35.72,10621,0.97
10619,3,22.97,,15.3,15.3,10621,1.12
10619,3,23.22,,85.08,85.08,10621,0.87
10619,3,0.63,,21.18,21.18,10621,1.12
10619,3,1.0,,38.0,38.0,10621,0.77
10619,3,1.63,,3.02,3.02,10621,1.82
10619,3,1.68,,28.17,,10621,0.93
10619,3,2.15,,28.37,,10621,1.05
10619,3,3.13,,,,10621,0.88
10619,4,3.58,,31.0,,10621,0.9
10619,4,4.12,,22.5,,10621,1.05
10619,4,4.63,,8.28,38.57,10621,1.13
10619,4,4.77,,30.28,,10621,0.95
10619,4,5.27,,3.4,20.03,10621,1.1
10619,4,5.6,,8.03,19.28,10621,1.38
10619,4,5.93,,23.65,23.65,10621,1.7
10619,4,6.32,,14.33,19.35,10621,1.22
10619,4,6.57,,5.02,,10621,0.75
10619,4,6.65,,14.6,17.35,10621,1.9
10619,4,6.88,,2.75,,10621,1.37
10619,4,6.93,,12.73,12.73,10621,1.2
10619,4,7.15,,1.63,25.62,10621,1.55
10619,4,7.33,,14.35,,10621,1.18
10619,4,7.57,,0.0,0.0,10621,1.58
10619,4,7.57,,14.38,14.38,10621,1.6
10619,4,7.82,,6.82,6.82,10621,3.13
10619,4,7.92,,11.72,11.72,10621,4.48
10619,4,8.12,,18.3,18.3,10621,3.38
10619,4,8.42,,6.3,6.3,10621,1.22
10619,4,8.53,,12.78,12.78,10621,1.5
10619,4,8.75,,3.53,3.53,10621,1.67
10619,4,8.8,,19.75,19.75,10621,0.83
10619,4,9.13,,15.33,15.33,10621,1.2
10619,4,9.38,,14.38,14.38,10621,1.33
10619,4,9.63,,16.78,16.78,10621,1.37
10619,4,9.9,,0.17,0.17,10621,1.57
10619,4,9.92,,20.93,20.93,10621,1.43
10619,4,10.25,,6.78,6.78,10621,1.7
10619,4,10.37,,14.07,14.07,10621,1.2
10619,4,10.6,,16.9,16.9,10621,1.57
10619,4,10.88,,3.02,3.02,10621,1.8
10619,4,10.93,,8.62,8.62,10621,0.93
10619,4,11.08,,15.28,15.28,10621,1.05
10619,4,11.33,,18.38,18.38,10621,1.1
10619,4,11.63,,8.58,8.58,10621,1.5
10619,4,11.78,,8.5,8.5,10621,1.73
10619,4,11.93,,22.7,22.7,10621,1.6
10619,4,12.3,,12.98,12.98,10621,1.63
10619,4,12.52,,5.63,5.63,10621,2.57
10619,4,12.62,,2.53,2.53,10621,1.22
10619,4,12.65,,29.32,29.32,10621,1.35
10619,4,13.15,,0.52,0.52,10621,1.77
10619,4,13.15,,25.47,25.47,10621,1.8
10619,4,13.58,,2.82,2.82,10621,1.77
10619,4,13.63,,7.28,7.28,10621,1.52
10619,4,13.75,,21.47,21.47,10621,1.67
10619,4,14.1,,6.67,6.67,10621,0.92
10619,4,14.22,,24.57,24.57,10621,1.52
10619,4,14.63,,1.03,1.03,10621,1.18
10619,4,14.65,,8.67,8.67,10621,1.32
10619,4,14.78,,6.9,6.9,10621,1.6
10619,4,14.9,,12.32,12.32,10621,1.42
10619,4,15.1,,12.08,12.08,10621,1.5
10619,4,15.32,,22.28,22.28,10621,7.07
10619,4,15.68,,1.22,1.22,10621,3.27
10619,4,15.7,,4.07,9.02,10621,3.25
10619,4,15.77,,4.95,,10621,2.3
10619,4,15.85,,12.38,12.38,10621,2.52
10619,4,16.05,,8.82,11.52,10621,1.52
10619,4,16.2,,2.7,,10621,1.52
10619,4,16.25,,5.62,26.62,10621,1.62
10619,4,16.35,,21.0,,10621,1.65
10619,4,16.7,,1.67,11.42,10621,1.6
10619,4,16.72,,9.75,,10621,1.1
10619,4,16.88,,1.38,1.38,10621,1.6
10619,4,16.9,,14.38,15.4,10621,0.72
10619,4,17.15,,1.02,,10621,1.12
10619,4,17.17,,9.03,9.03,10621,1.4
10619,4,17.32,,26.65,29.9,10621,1.52
10619,4,17.75,,3.25,,10621,1.53
10619,4,17.82,,0.02,0.02,10621,1.38
10619,4,17.82,,4.62,14.07,10621,1.85
10619,4,18.05,,0.68,0.68,10621,1.62
10619,4,18.05,,21.23,21.23,10621,1.43
10619,4,18.42,,0.38,18.82,10621,1.1
10619,4,18.42,,15.8,,10621,0.93
10619,4,18.68,,2.63,,10621,1.25
10619,4,18.73,,16.15,16.15,10621,1.6
10619,4,19.0,,2.65,2.65,10621,1.88
10619,4,19.03,,28.03,28.03,10621,0.4
10619,4,19.5,,9.8,9.8,10621,1.43
10619,4,19.67,,1.77,1.77,10621,1.4
10619,4,19.7,,13.7,13.7,10621,1.65
10619,4,19.93,,9.95,9.95,10621,1.53
10619,4,20.1,,12.92,12.92,10621,1.1
10619,4,20.3,,12.52,12.52,10621,1.52
10619,4,20.52,,28.43,28.43,10621,1.48
10619,4,20.98,,18.2,18.2,10621,1.03
10619,4,21.3,,20.12,20.12,10621,1.5
10619,4,21.63,,25.75,25.75,10621,1.18
10619,4,22.05,,21.1,21.1,10621,0.98
10619,4,22.42,,32.32,32.32,10621,1.83
10619,4,22.95,,17.47,17.47,10621,1.68
10619,4,23.23,,43.25,43.25,10621,0.88
10619,4,23.97,,15.72,15.72,10621,1.4
10619,4,0.22,,23.0,23.0,10621,1.38
10619,4,0.6,,21.03,21.03,10621,0.88
10619,4,0.95,,32.38,32.38,10621,0.57
10619,4,1.5,,21.33,21.33,10621,1.65
10619,4,1.85,,18.33,,10621,0.85
10619,5,3.6,,0.18,,10621,0.88
10619,5,3.6,,29.4,,10621,0.97
10619,5,4.1,,4.65,,10621,5.32
10619,5,4.45,,13.07,,10621,0.9
10619,5,4.67,,3.53,30.82,10621,0.92
10619,5,4.73,,27.28,,10621,1.43
10619,5,5.18,,22.52,22.52,10621,1.37
10619,5,5.57,,21.3,21.3,10621,1.78
10619,5,5.92,,18.82,18.82,10621,1.42
10619,5,6.23,,23.75,23.75,10621,0.98
10619,5,6.62,,14.12,14.12,10621,0.97
10619,5,6.87,,19.97,19.97,10621,1.12
10619,5,7.2,,15.57,15.57,10621,1.47
10619,5,7.45,,17.05,17.05,10621,1.22
10619,5,7.73,,28.65,28.65,10621,1.37
10619,5,8.22,,8.22,8.22,10621,1.2
10619,5,8.35,,23.43,23.43,10621,1.5
10619,5,8.73,,23.78,23.78,10621,1.95
10619,5,9.13,,0.82,0.82,10621,0.97
10619,5,9.15,,20.22,20.22,10621,0.98
10619,5,9.48,,21.08,21.08,10621,1.17
10619,5,9.83,,8.27,8.27,10621,1.65
10619,5,9.98,,18.68,18.68,10621,0.97
10619,5,10.28,,16.72,16.72,10621,1.17
10619,5,10.57,,8.88,8.88,10621,1.63
10619,5,10.72,,35.18,35.18,10621,1.08
10619,5,11.3,,0.33,0.33,10621,1.52
10619,5,11.3,,13.55,13.55,10621,1.15
10619,5,11.53,,4.92,26.93,10621,1.2
10619,5,11.62,,22.02,,10621,30.37
10619,5,11.98,,0.45,0.45,10621,1.53
10619,5,11.98,,15.68,15.68,10621,1.52
10619,5,12.25,,25.17,25.17,10621,1.23
10619,5,12.67,,7.27,27.25,10621,1.58
10619,5,12.78,,19.98,,10621,1.52
10619,5,13.12,,15.3,15.3,10621,1.33
10619,5,13.38,,1.33,21.53,10621,1.43
10619,5,13.63,,5.83,,10621,1.43
10619,5,13.73,,21.08,35.07,10621,1.42
10619,5,14.32,,4.17,21.78,10621,1.38
10619,5,14.4,,17.62,,10621,1.27
10619,5,14.68,,5.3,24.95,10621,1.2
10619,5,15.1,,2.52,18.97,10621,1.55
10619,5,15.15,,16.45,,10621,1.35
10619,5,15.42,,13.88,13.88,10621,1.45
10619,5,15.65,,6.5,27.22,10621,1.67
10619,5,15.85,,14.7,,10621,1.28
10619,5,16.1,,5.3,20.95,10621,1.73
10619,5,16.18,,15.65,,10621,1.73
10619,5,16.45,,6.4,22.87,10621,1.5
10619,5,16.57,,16.47,,10621,1.43
10619,5,16.83,,3.72,13.97,10621,1.47
10619,5,16.9,,10.25,,10621,0.97
10619,5,17.07,,12.57,25.55,10621,1.25
10619,5,17.28,,12.98,,10621,1.02
10619,5,17.48,,15.32,29.83,10621,2.08
10619,5,17.98,,0.87,0.87,10621,1.37
10619,5,18.0,,7.32,7.32,10621,1.08
10619,5,18.13,,20.87,22.67,10621,1.55
10619,5,18.47,,1.8,,10621,1.52
10619,5,18.5,,15.43,15.43,10621,1.05
10619,5,18.77,,11.57,11.57,10621,1.7
10619,5,18.95,,8.35,22.57,10621,1.05
10619,5,19.33,,18.4,18.4,10621,1.5
10619,5,19.63,,7.02,7.02,10621,1.05
10619,5,19.75,,18.8,18.8,10621,1.77
10619,5,20.07,,12.42,12.42,10621,1.18
10619,5,20.27,,11.37,11.37,10621,0.85
10619,5,20.47,,34.82,34.82,10621,1.6
10619,5,21.05,,8.73,8.73,10621,1.4
10619,5,21.18,,33.12,33.12,10621,0.97
10619,5,21.73,,17.9,17.9,10621,1.18
10619,5,22.03,,11.7,11.7,10621,1.08
10619,5,22.23,,12.78,12.78,10621,0.93
10619,5,22.45,,35.17,35.17,10621,1.07
10619,5,23.03,,8.43,8.43,10621,1.02
10619,5,23.17,,44.0,44.0,10621,0.97
10619,5,23.9,,2.93,2.93,10621,1.38
10619,5,23.95,,17.08,17.08,10621,0.82
10619,5,0.23,,19.92,19.92,10621,1.0
10619,5,0.57,,12.32,12.32,10621,0.7
10619,5,0.78,,18.85,18.85,10621,0.92
10619,5,1.08,,18.38,18.38,10621,1.0
10619,5,1.4,,22.83,,10621,1.0
10619,5,2.62,,,,10621,0.95
10619,6,3.6,,1.4,,10621,0.7
10619,6,4.08,,28.8,,10621,2.98
10619,6,4.57,,1.3,,10621,1.3
10619,6,4.6,,35.22,35.22,10621,1.17
10619,6,5.18,,31.33,31.33,10621,1.62
10619,6,5.7,,29.5,29.5,10621,1.05
10619,6,6.2,,33.02,33.02,10621,0.83
10619,6,6.75,,33.5,33.5,10621,0.92
10619,6,7.3,,15.65,15.65,10621,0.98
10619,6,7.57,,22.7,22.7,10621,0.97
10619,6,7.93,,22.55,22.55,10621,1.3
10619,6,8.32,,18.87,18.87,10621,1.1
10619,6,8.63,,21.53,21.53,10621,1.32
10619,6,8.98,,19.0,19.0,10621,1.0
10619,6,9.3,,17.23,17.23,10621,1.22
10619,6,9.6,,15.4,15.4,10621,1.45
10619,6,9.85,,16.22,16.22,10621,1.03
10619,6,10.12,,15.05,15.05,10621,1.4
10619,6,10.37,,11.6,11.6,10621,1.1
10619,6,10.57,,18.37,18.37,10621,1.13
10619,6,10.87,,15.65,15.65,10621,1.4
10619,6,11.13,,10.15,13.73,10621,0.93
10619,6,11.3,,3.58,,10621,1.13
10619,6,11.37,,16.1,16.1,10621,1.4
10619,6,11.63,,12.58,26.63,10621,1.25
10619,6,12.07,,11.7,27.08,10621,1.58
10619,6,12.52,,19.93,23.35,10621,1.62
10619,6,12.92,,10.62,23.58,10621,1.25
10619,6,13.3,,10.72,33.6,10621,1.42
10619,6,13.48,,22.88,,10621,1.27
10619,6,13.87,,2.92,20.18,10621,2.72
10619,6,13.92,,17.27,,10621,1.25
10619,6,14.2,,12.78,22.9,10621,1.23
10619,6,14.42,,10.12,,10621,2.3
10619,6,14.58,,10.35,33.68,10621,2.02
10619,6,15.15,,1.02,11.47,10621,2.2
10619,6,15.17,,10.45,,10621,1.27
10619,6,15.33,,11.17,24.08,10621,1.68
10619,6,15.52,,12.92,,10621,0.95
10619,6,15.73,,22.25,36.45,10621,1.12
10619,6,16.35,,8.38,8.38,10621,1.6
10619,6,16.48,,17.4,24.52,10621,1.38
10619,6,16.9,,7.98,39.4,10621,2.03
10619,6,17.03,,31.42,,10621,0.87
10619,6,17.55,,1.55,1.55,10621,1.62
10619,6,17.58,,14.13,14.13,10621,1.52
10619,6,17.82,,8.38,8.38,10621,1.17
10619,6,17.95,,11.65,11.65,10621,1.57
10619,6,18.15,,15.55,26.7,10621,1.2
10619,6,18.4,,11.15,,10621,1.18
10619,6,18.58,,21.23,21.23,10621,1.63
10619,6,18.95,,4.0,4.0,10621,1.58
10619,6,19.02,,18.95,18.95,10621,1.77
10619,6,19.33,,11.13,11.13,10621,1.0
10619,6,19.52,,22.6,22.6,10621,1.98
10619,6,19.88,,15.63,15.63,10621,1.17
10619,6,20.15,,1.43,1.43,10621,1.43
10619,6,20.17,,35.27,35.27,10621,1.23
10619,6,20.77,,15.33,15.33,10621,1.77
10619,6,21.02,,11.45,11.45,10621,1.35
10619,6,21.22,,28.37,28.37,10621,0.75
10619,6,21.68,,21.28,21.28,10621,0.75
10619,6,22.03,,21.3,21.3,10621,0.92
10619,6,22.38,,34.25,34.25,10621,0.72
10619,6,22.97,,28.05,28.05,10621,1.27
10619,6,23.43,,23.9,23.9,10621,0.9
10619,6,23.83,,22.58,22.58,10621,0.6
10619,6,0.2,,24.05,24.05,10621,0.87
10619,6,0.6,,20.22,20.22,10621,0.82
10619,6,0.95,,27.03,27.03,10621,1.17
10619,6,1.4,,19.72,,10621,1.18
10619,6,2.67,,,,10621,0.6
10619,0,3.53,,1.75,,10621,1.13
10619,0,3.57,,27.85,,10621,2.25
10619,0,4.4,,1.07,,10621,1.78
10619,0,4.7,,24.63,24.63,10621,0.78
10619,0,5.12,,10.38,27.48,10621,1.12
10619,0,5.57,,9.75,24.7,10621,0.93
10619,0,5.73,,14.95,,10621,1.35
10619,0,5.98,,19.67,19.67,10621,2.13
10619,0,6.32,,13.07,17.13,10621,0.93
10619,0,6.53,,4.07,,10621,0.85
10619,0,6.6,,16.9,22.67,10621,1.5
10619,0,6.88,,5.77,,10621,0.72
10619,0,6.97,,9.85,9.88,10621,1.37
10619,0,7.13,,0.03,,10621,1.05
10619,0,7.13,,11.43,16.17,10621,1.8
10619,0,7.33,,4.73,,10621,1.23
10619,0,7.4,,22.08,22.08,10621,1.12
10619,0,7.77,,5.62,5.62,10621,2.32
10619,0,7.87,,11.37,11.37,10621,2.75
10619,0,8.05,,38.28,38.28,10621,2.83
10619,0,8.7,,12.77,12.77,10621,1.4
10619,0,8.92,,14.08,14.08,10621,0.93
10619,0,9.15,,14.05,14.05,10621,1.1
10619,0,9.38,,8.7,8.7,10621,1.33
10619,0,9.52,,26.03,26.03,10621,1.33
10619,0,9.95,,0.28,0.28,10621,0.85
10619,0,9.97,,11.17,11.17,10621,1.43
10619,0,10.15,,24.28,24.28,10621,1.5
10619,0,10.55,,9.65,9.65,10621,1.73
10619,0,10.72,,14.05,14.05,10621,1.48
10619,0,10.95,,10.23,10.23,10621,0.98
10619,0,11.12,,14.02,14.02,10621,1.37
10619,0,11.35,,17.05,17.05,10621,1.47
10619,0,11.63,,4.28,4.28,10621,1.07
10619,0,11.7,,14.28,14.28,10621,1.48
10619,0,11.95,,21.1,21.1,10621,1.42
10619,0,12.3,,18.65,18.65,10621,2.12
10619,0,12.6,,5.55,5.55,10621,1.92
10619,0,12.7,,21.12,21.12,10621,1.15
10619,0,13.05,,2.82,2.82,10621,1.33
10619,0,13.1,,17.22,17.22,10621,1.02
10619,0,13.38,,11.17,11.17,10621,1.82
10619,0,13.57,,4.25,4.25,10621,1.75
10619,0,13.65,,21.38,21.38,10621,1.38
10619,0,14.0,,18.68,18.68,10621,1.47
10619,0,14.32,,18.07,18.07,10621,1.85
10619,0,14.62,,22.73,22.73,10621,1.53
10619,0,14.98,,4.25,4.25,10621,2.18
10619,0,15.07,,14.45,14.45,10621,1.45
10619,0,15.3,,22.52,22.78,10621,4.33
10619,0,15.68,,0.27,,10621,3.32
10619,0,15.68,,1.02,1.02,10621,3.87
10619,0,15.7,,8.73,8.73,10621,3.67
10619,0,15.85,,14.38,14.38,10621,2.17
10619,0,16.08,,9.02,10.72,10621,1.57
10619,0,16.27,,11.68,42.82,10621,0.77
10619,0,16.45,,31.13,,10621,1.75
10619,0,16.98,,0.23,1.12,10621,1.22
10619,0,16.98,,0.88,,10621,12.47
10619,0,17.0,,27.02,29.88,10621,1.03
10619,0,17.5,,3.05,3.05,10621,1.47
10619,0,17.55,,29.17,30.88,10621,1.57
10619,0,18.03,,1.72,,10621,1.12
10619,0,18.07,,2.6,2.6,10621,1.58
10619,0,18.1,,0.33,0.33,10621,1.35
10619,0,18.1,,18.3,18.3,10621,1.33
10619,0,18.42,,0.0,,10621,0.65
10619,0,18.42,,12.67,12.67,10621,1.43
10619,0,18.62,,6.07,25.12,10621,1.33
10619,0,18.72,,19.05,,10621,1.4
10619,0,19.05,,10.88,21.48,10621,1.97
10619,0,19.22,,10.6,,10621,1.82
10619,0,19.4,,8.45,8.45,10621,1.15
10619,0,19.53,,14.12,14.12,10621,0.78
10619,0,19.78,,12.03,12.03,10621,0.88
10619,0,19.98,,2.5,2.5,10621,0.98
10619,0,20.02,,16.42,16.42,10621,1.63
10619,0,20.3,,13.45,13.45,10621,1.37
10619,0,20.52,,28.45,28.45,10621,1.3
10619,0,20.98,,16.35,16.35,10621,0.95
10619,0,21.27,,14.6,14.6,10621,1.62
10619,0,21.5,,34.05,34.05,10621,1.1
10619,0,22.07,,18.2,18.2,10621,0.7
10619,0,22.38,,35.87,35.87,10621,0.87
10619,0,22.97,,15.45,15.45,10621,1.1
10619,0,23.23,,40.67,40.67,10621,1.42
10619,0,23.92,,18.67,18.67,10621,1.73
10619,0,0.22,,34.68,34.68,10621,0.78
10619,0,0.8,,41.82,41.82,10621,1.17
10619,0,1.5,,15.55,15.55,10621,1.27
10619,0,1.75,,82.08,,10621,0.77
10619,0,3.12,,,,10621,0.83
10619,1,3.57,,28.62,,10621,1.23
10619,1,4.62,,7.02,35.47,10621,1.52
10619,1,5.2,,4.33,23.92,10621,0.85
10619,1,5.27,,19.58,,10621,0.88
10619,1,5.6,,7.13,26.05,10621,1.42
10619,1,5.72,,18.92,,10621,1.12
10619,1,6.03,,19.03,19.03,10621,1.87
10619,1,6.35,,8.38,15.52,10621,1.23
10619,1,6.48,,7.13,,10621,14.87
10619,1,6.62,,16.73,16.88,10621,1.4
10619,1,6.9,,14.18,14.18,10621,1.65
10619,1,7.13,,2.67,14.08,10621,1.48
10619,1,7.17,,8.15,,10621,1.13
10619,1,7.32,,3.27,,10621,1.52
10619,1,7.37,,17.32,17.32,10621,1.3
10619,1,7.65,,9.53,9.53,10621,2.2
10619,1,7.82,,1.07,1.07,10621,1.82
10619,1,7.83,,14.75,14.75,10621,2.15
10619,1,8.07,,15.25,15.25,10621,5.5
10619,1,8.33,,13.03,13.03,10621,1.23
10619,1,8.55,,13.92,13.92,10621,1.33
10619,1,8.78,,5.65,5.65,10621,1.03
10619,1,8.87,,18.53,18.53,10621,1.1
10619,1,9.18,,5.55,5.55,10621,1.18
10619,1,9.27,,19.97,19.97,10621,1.13
