origin,day_of_week,decimal_time,wait|8307,destination,travel_time
14769,2,6.62,18.32,14554,2.77
14769,2,6.93,4.18,14554,2.62
14769,2,7.0,14.93,14554,2.8
14769,2,7.25,6.35,14554,2.05
14769,2,7.35,17.05,14554,2.3
14769,2,7.63,5.6,14554,2.8
14769,2,7.73,0.23,14554,2.72
14769,2,7.73,10.98,14554,3.03
14769,2,7.92,6.33,14554,2.35
14769,2,8.02,32.18,14554,2.95
14769,2,8.55,0.9,14554,2.38
14769,2,8.57,1.82,14554,1.88
14769,2,8.6,3.72,14554,2.42
14769,2,8.67,7.8,14554,2.08
14769,2,8.8,2.62,14554,1.57
14769,2,8.83,0.35,14554,2.23
14769,2,8.85,6.88,14554,2.27
14769,2,8.97,3.32,14554,2.57
14769,2,9.02,6.78,14554,2.88
14769,2,9.13,6.92,14554,2.72
14769,2,9.25,0.05,14554,3.15
14769,2,9.25,1.63,14554,1.55
14769,2,9.27,12.3,14554,2.25
14769,2,9.48,0.43,14554,2.65
14769,2,9.48,0.92,14554,2.97
14769,2,9.5,11.63,14554,1.8
14769,2,9.7,327.05,14554,4.1
14769,2,15.15,15.63,14554,3.2
14769,2,15.4,1.57,14554,5.33
14769,2,15.43,14.47,14554,5.25
14769,2,15.67,12.7,14554,5.38
14769,2,15.88,4.92,14554,3.9
14769,2,15.97,4.03,14554,3.73
14769,2,16.03,9.87,14554,3.98
14769,2,16.2,2.05,14554,4.52
14769,2,16.23,8.18,14554,6.52
14769,2,16.37,0.73,14554,6.25
14769,2,16.38,8.25,14554,8.93
14769,2,16.52,4.62,14554,8.35
14769,2,16.6,5.4,14554,8.22
14769,2,16.68,9.82,14554,8.15
14769,2,16.85,2.72,14554,9.32
14769,2,16.9,12.95,14554,8.15
14769,2,17.1,2.92,14554,7.17
14769,2,17.15,12.45,14554,8.43
14769,2,17.37,10.1,14554,7.97
14769,2,17.53,7.03,14554,5.53
14769,2,17.65,15.67,14554,2.75
14769,2,17.92,23.02,14554,2.63
14769,2,18.3,,14554,2.6
14769,3,6.77,0.22,14554,2.17
14769,3,6.78,9.6,14554,1.08
14769,3,6.93,11.35,14554,1.93
14769,3,7.13,13.9,14554,2.27
14769,3,7.37,17.17,14554,2.15
14769,3,7.65,15.57,14554,3.25
14769,3,7.9,0.52,14554,2.38
14769,3,7.92,14.08,14554,2.88
14769,3,8.15,6.92,14554,2.72
14769,3,8.27,13.93,14554,2.52
14769,3,8.5,0.08,14554,2.23
14769,3,8.5,1.63,14554,2.45
14769,3,8.52,1.2,14554,2.72
14769,3,8.55,9.93,14554,1.57
14769,3,8.72,7.0,14554,2.37
14769,3,8.83,4.48,14554,3.65
14769,3,8.9,8.48,14554,2.68
14769,3,9.05,1.32,14554,3.05
14769,3,9.07,4.15,14554,2.22
14769,3,9.13,2.12,14554,1.33
14769,3,9.17,6.33,14554,3.05
14769,3,9.27,12.82,14554,1.72
14769,3,9.48,1.62,14554,2.93
14769,3,9.52,2.78,14554,2.73
14769,3,9.57,20.67,14554,3.9
14769,3,9.9,315.38,14554,3.75
14769,3,15.17,12.87,14554,3.25
14769,3,15.38,2.73,14554,3.12
14769,3,15.42,14.05,14554,5.82
14769,3,15.65,8.43,14554,7.08
14769,3,15.8,9.9,14554,5.73
14769,3,15.97,5.4,14554,27.88
14769,3,16.05,7.37,14554,2.65
14769,3,16.17,10.42,14554,2.98
14769,3,16.35,2.0,14554,3.78
14769,3,16.38,2.78,14554,2.95
14769,3,16.43,10.0,14554,6.55
14769,3,16.6,2.13,14554,3.02
14769,3,16.63,3.73,14554,6.07
14769,3,16.7,5.67,14554,5.37
14769,3,16.78,9.92,14554,6.37
14769,3,16.95,12.63,14554,11.42
14769,3,17.17,8.47,14554,6.28
14769,3,17.3,12.22,14554,6.23
14769,3,17.5,24.18,14554,7.48
14769,3,17.92,0.42,14554,3.47
14769,3,17.92,10.23,14554,4.18
14769,3,18.08,12.63,14554,3.47
14769,3,18.3,,14554,2.58
14769,4,6.68,2.97,14554,2.62
14769,4,6.73,17.37,14554,1.48
14769,4,7.03,6.78,14554,2.6
14769,4,7.15,14.05,14554,2.15
14769,4,7.38,8.2,14554,3.45
14769,4,7.52,9.95,14554,3.07
14769,4,7.68,20.05,14554,2.53
14769,4,8.02,2.93,14554,2.07
14769,4,8.07,0.02,14554,2.43
14769,4,8.07,10.22,14554,2.53
14769,4,8.23,6.88,14554,2.8
14769,4,8.47,1.18,14554,1.78
14769,4,8.48,5.83,14554,1.93
14769,4,8.58,13.77,14554,2.6
14769,4,8.82,0.53,14554,2.43
14769,4,8.82,1.4,14554,3.05
14769,4,8.85,4.02,14554,2.47
14769,4,8.92,11.53,14554,1.75
14769,4,9.1,0.15,14554,2.73
14769,4,9.1,2.67,14554,2.55
14769,4,9.15,1.35,14554,3.0
14769,4,9.17,8.52,14554,2.5
14769,4,9.32,0.48,14554,2.65
14769,4,9.32,12.25,14554,2.78
14769,4,9.53,11.43,14554,2.8
14769,4,9.72,334.28,14554,3.13
14769,4,15.28,1.08,14554,4.25
14769,4,15.3,10.52,14554,3.28
14769,4,15.48,9.75,14554,5.85
14769,4,15.65,10.78,14554,6.18
14769,4,15.82,12.5,14554,8.97
14769,4,16.03,3.52,14554,8.67
14769,4,16.08,4.5,14554,9.22
14769,4,16.17,12.33,14554,9.07
14769,4,16.37,0.27,14554,9.53
14769,4,16.37,5.08,14554,8.57
14769,4,16.47,6.28,14554,10.37
14769,4,16.57,2.68,14554,10.88
14769,4,16.62,11.43,14554,11.33
14769,4,16.8,5.72,14554,9.08
14769,4,16.9,3.75,14554,7.12
14769,4,16.95,13.42,14554,8.27
14769,4,17.18,4.15,14554,9.95
14769,4,17.25,9.97,14554,8.77
14769,4,17.42,8.9,14554,8.43
14769,4,17.57,14.22,14554,4.83
14769,4,17.8,16.5,14554,4.22
14769,4,18.08,0.78,14554,3.28
14769,4,18.08,10.75,14554,4.57
14769,4,18.27,8.65,14554,4.18
14769,4,18.42,,14554,2.8
14769,0,6.58,11.93,14554,2.25
14769,0,6.77,13.47,14554,2.37
14769,0,7.0,13.77,14554,4.7
14769,0,7.23,9.57,14554,2.73
14769,0,7.38,7.75,14554,4.0
14769,0,7.52,8.65,14554,3.27
14769,0,7.67,12.58,14554,3.02
14769,0,7.87,8.4,14554,3.03
14769,0,8.02,1.85,14554,3.15
14769,0,8.05,10.9,14554,3.2
14769,0,8.22,10.1,14554,2.3
14769,0,8.4,0.13,14554,2.45
14769,0,8.4,14.92,14554,3.0
14769,0,8.65,1.3,14554,1.75
14769,0,8.67,7.32,14554,2.4
14769,0,8.78,1.23,14554,2.28
