origin,day_of_week,decimal_time,wait|8307,destination,travel_time
14132,2,6.95,20.9,8279,1.9
14132,2,7.3,2.42,8279,2.37
14132,2,7.33,15.87,8279,1.7
14132,2,7.6,5.57,8279,6.48
14132,2,7.7,18.23,8279,1.95
14132,2,8.0,1.45,8279,2.2
14132,2,8.03,2.73,8279,2.65
14132,2,8.07,10.32,8279,1.72
14132,2,8.25,6.5,8279,2.5
14132,2,8.35,30.32,8279,1.55
14132,2,8.85,0.8,8279,0.07
14132,2,8.87,1.88,8279,1.77
14132,2,8.9,3.97,8279,1.9
14132,2,8.97,4.2,8279,1.38
14132,2,9.03,6.93,8279,0.82
14132,2,9.15,1.52,8279,1.22
14132,2,9.18,6.62,8279,1.43
14132,2,9.28,2.7,8279,2.12
14132,2,9.33,7.5,8279,1.38
14132,2,9.47,6.68,8279,2.93
14132,2,9.57,0.67,8279,1.35
14132,2,9.58,0.0,8279,1.13
14132,2,9.58,12.67,8279,1.2
14132,2,9.8,1.05,8279,1.4
14132,2,9.82,0.7,8279,2.15
14132,2,9.82,16.13,8279,1.9
14132,2,10.08,333.93,8279,2.27
14132,2,15.65,11.78,8279,4.0
14132,2,15.85,1.18,8279,2.82
14132,2,15.87,18.82,8279,1.78
14132,2,16.18,11.6,8279,3.17
14132,2,16.38,4.62,8279,2.48
14132,2,16.45,5.25,8279,3.75
14132,2,16.55,12.8,8279,1.63
14132,2,16.75,1.3,8279,1.63
14132,2,16.78,6.47,8279,2.62
14132,2,16.88,0.05,8279,3.12
14132,2,16.88,12.9,8279,2.88
14132,2,17.1,1.2,8279,3.2
14132,2,17.12,8.0,8279,2.15
14132,2,17.25,8.85,8279,1.32
14132,2,17.4,0.63,8279,3.7
14132,2,17.42,14.2,8279,2.88
14132,2,17.65,1.42,8279,3.33
14132,2,17.67,15.28,8279,1.8
14132,2,17.93,5.02,8279,3.1
14132,2,18.02,5.88,8279,3.4
14132,2,18.12,14.38,8279,3.52
14132,2,18.35,20.28,8279,1.75
14132,2,18.68,,8279,3.47
14132,3,7.07,3.43,8279,0.1
14132,3,7.13,8.98,8279,2.27
14132,3,7.28,9.77,8279,2.53
14132,3,7.45,13.77,8279,1.93
14132,3,7.67,20.95,8279,2.55
14132,3,8.02,11.57,8279,1.92
14132,3,8.22,2.25,8279,3.32
14132,3,8.25,15.95,8279,1.23
14132,3,8.52,6.35,8279,1.92
14132,3,8.63,10.52,8279,2.62
14132,3,8.8,1.1,8279,1.15
14132,3,8.82,0.15,8279,0.68
14132,3,8.82,1.72,8279,1.85
14132,3,8.85,13.08,8279,1.85
14132,3,9.07,6.88,8279,1.75
14132,3,9.23,12.23,8279,1.32
14132,3,9.43,0.93,8279,2.0
14132,3,9.45,3.08,8279,2.62
14132,3,9.5,3.0,8279,2.18
14132,3,9.55,18.82,8279,1.72
14132,3,9.87,1.48,8279,1.88
14132,3,9.9,29.95,8279,1.38
14132,3,10.4,315.17,8279,3.15
14132,3,15.65,12.5,8279,2.5
14132,3,15.85,2.15,8279,36.9
14132,3,15.88,0.85,8279,3.6
14132,3,15.9,19.48,8279,3.18
14132,3,16.23,2.03,8279,3.7
14132,3,16.27,15.0,8279,2.12
14132,3,16.52,4.97,8279,3.1
14132,3,16.6,18.65,8279,1.63
14132,3,16.9,1.5,8279,3.13
14132,3,16.93,0.78,8279,3.38
14132,3,16.95,11.62,8279,2.7
14132,3,17.13,4.55,8279,1.9
14132,3,17.22,4.57,8279,2.87
14132,3,17.28,1.18,8279,4.05
14132,3,17.32,26.95,8279,2.93
14132,3,17.75,7.47,8279,5.28
14132,3,17.88,10.8,8279,3.3
14132,3,18.07,18.58,8279,5.58
14132,3,18.37,2.97,8279,2.82
14132,3,18.42,4.48,8279,4.02
14132,3,18.5,16.45,8279,3.05
14132,3,18.77,,8279,2.93
14132,4,7.02,2.03,8279,1.3
14132,4,7.05,19.6,8279,3.23
14132,4,7.37,2.5,8279,3.62
14132,4,7.42,16.27,8279,3.07
14132,4,7.68,12.47,8279,1.78
14132,4,7.9,8.48,8279,2.42
14132,4,8.03,15.92,8279,2.32
14132,4,8.3,5.4,8279,3.18
14132,4,8.38,0.8,8279,2.98
14132,4,8.4,13.92,8279,2.3
14132,4,8.63,8.17,8279,0.95
14132,4,8.77,0.25,8279,2.12
14132,4,8.78,7.67,8279,1.77
14132,4,8.9,12.03,8279,1.5
14132,4,9.1,2.73,8279,2.37
14132,4,9.15,3.57,8279,1.5
14132,4,9.22,3.57,8279,1.43
14132,4,9.27,9.57,8279,1.53
14132,4,9.43,1.58,8279,2.97
14132,4,9.45,3.65,8279,1.7
14132,4,9.52,0.2,8279,1.53
14132,4,9.52,10.52,8279,1.12
14132,4,9.7,5.43,8279,2.47
14132,4,9.78,5.47,8279,1.83
14132,4,9.88,9.72,8279,1.87
14132,4,10.03,344.88,8279,1.3
14132,4,15.78,2.02,8279,1.7
14132,4,15.82,11.1,8279,1.5
14132,4,16.0,10.87,8279,3.58
14132,4,16.18,10.73,8279,2.82
14132,4,16.37,16.52,8279,1.62
14132,4,16.63,0.68,8279,2.03
14132,4,16.65,6.77,8279,2.93
14132,4,16.77,14.78,8279,1.57
14132,4,17.02,0.53,8279,3.6
14132,4,17.02,4.95,8279,2.83
14132,4,17.1,5.22,8279,2.1
14132,4,17.18,0.23,8279,1.95
14132,4,17.2,11.17,8279,2.97
14132,4,17.38,3.68,8279,3.48
14132,4,17.43,5.7,8279,2.8
14132,4,17.53,13.72,8279,3.2
14132,4,17.77,6.17,8279,3.53
14132,4,17.87,5.78,8279,1.37
14132,4,17.97,5.33,8279,2.93
14132,4,18.05,14.2,8279,2.93
14132,4,18.28,18.35,8279,1.92
14132,4,18.6,1.48,8279,3.82
14132,4,18.62,11.7,8279,2.03
14132,4,18.82,2.0,8279,1.5
14132,4,18.85,,8279,3.07
14132,0,6.95,11.2,8279,1.72
14132,0,7.13,15.78,8279,3.2
14132,0,7.4,8.42,8279,2.17
14132,0,7.53,15.52,8279,2.45
14132,0,7.78,2.45,8279,2.08
14132,0,7.83,10.62,8279,1.42
14132,0,8.02,13.35,8279,1.95
14132,0,8.23,7.38,8279,2.88
14132,0,8.35,1.93,8279,0.98
14132,0,8.38,10.33,8279,1.37
14132,0,8.57,9.55,8279,1.72
14132,0,8.72,1.08,8279,3.02
14132,0,8.73,11.77,8279,2.03
14132,0,8.93,7.13,8279,3.12
14132,0,9.05,5.43,8279,1.45
14132,0,9.13,0.5,8279,1.48
14132,0,9.15,4.8,8279,8.15
14132,0,9.23,11.22,8279,1.63
14132,0,9.42,1.53,8279,3.38
14132,0,9.45,4.15,8279,1.62
14132,0,9.52,10.55,8279,1.03
14132,0,9.68,0.17,8279,1.73
14132,0,9.68,10.67,8279,1.45
14132,0,9.87,5.3,8279,2.1
14132,0,9.95,342.28,8279,2.02
14132,0,15.67,11.03,8279,4.8
14132,0,15.85,0.3,8279,2.9
14132,0,15.85,11.1,8279,2.73
14132,0,16.03,12.2,8279,2.57
14132,0,16.23,21.92,8279,3.03
14132,0,16.6,0.15,8279,3.17
14132,0,16.6,3.73,8279,1.35
14132,0,16.67,16.65,8279,3.23
14132,0,16.95,0.17,8279,1.47
14132,0,16.95,1.47,8279,2.45
14132,0,16.97,7.63,8279,1.83
14132,0,17.1,3.02,8279,2.7
14132,0,17.15,0.77,8279,3.77
14132,0,17.17,8.88,8279,3.0
14132,0,17.32,9.35,8279,3.4
14132,0,17.47,4.7,8279,3.22
14132,0,17.55,17.68,8279,4.43
14132,0,17.83,17.37,8279,2.28
14132,0,18.13,9.0,8279,3.77
14132,0,18.28,0.58,8279,1.85
14132,0,18.28,0.22,8279,2.95
14132,0,18.3,14.28,8279,2.75
14132,0,18.53,0.05,8279,3.53
14132,0,18.53,,8279,1.77
14132,1,6.88,14.18,8279,1.85
14132,1,7.12,20.58,8279,1.5
14132,1,7.47,2.22,8279,2.82
14132,1,7.5,18.98,8279,4.37
14132,1,7.82,3.92,8279,1.5
14132,1,7.88,16.42,8279,1.33
14132,1,8.15,9.25,8279,1.82
14132,1,8.3,13.83,8279,1.62
14132,1,8.53,4.62,8279,2.18
14132,1,8.62,8.6,8279,1.27
14132,1,8.75,20.05,8279,1.7
14132,1,9.08,0.02,8279,1.32
14132,1,9.08,2.65,8279,3.65
14132,1,9.13,0.78,8279,2.82
14132,1,9.15,4.25,8279,0.73
14132,1,9.22,9.15,8279,1.25
14132,1,9.37,9.42,8279,0.32
14132,1,9.53,1.48,8279,0.98
14132,1,9.55,2.03,8279,1.48
14132,1,9.58,5.32,8279,1.42
14132,1,9.68,3.55,8279,1.75
14132,1,9.73,4.85,8279,1.62
14132,1,9.82,3.95,8279,1.73
14132,1,9.88,62.45,8279,1.0
14132,1,15.68,15.95,8279,1.63
14132,1,15.95,0.6,8279,3.52
14132,1,15.95,11.13,8279,3.02
14132,1,16.13,11.53,8279,3.13
14132,1,16.33,6.62,8279,2.48
14132,1,16.45,9.43,8279,3.37
14132,1,16.6,1.22,8279,2.75
14132,1,16.62,14.15,8279,3.43
14132,1,16.85,6.37,8279,4.02
14132,1,16.97,3.82,8279,2.6
14132,1,17.02,4.75,8279,2.93
14132,1,17.1,0.83,8279,2.03
14132,1,17.12,10.87,8279,0.97
14132,1,17.3,5.45,8279,2.78
14132,1,17.38,1.37,8279,1.32
14132,1,17.42,11.1,8279,3.65
14132,1,17.6,7.45,8279,1.55
14132,1,17.72,12.58,8279,1.93
14132,1,17.93,20.42,8279,1.68
14132,1,18.27,0.52,8279,3.0
14132,1,18.28,8.83,8279,2.47
