origin,day_of_week,decimal_time,wait|14182,destination,travel_time
8391,2,6.22,11.42,17404,1.93
8391,2,6.42,7.85,17404,3.17
8391,2,6.53,12.77,17404,2.67
8391,2,6.75,8.98,17404,2.82
8391,2,6.9,4.25,17404,2.53
8391,2,6.97,5.8,17404,3.57
8391,2,7.07,4.47,17404,3.18
8391,2,7.15,2.8,17404,3.37
8391,2,7.2,2.7,17404,4.08
8391,2,7.23,5.7,17404,2.77
8391,2,7.33,12.78,17404,3.52
8391,2,7.55,1.15,17404,4.57
8391,2,7.57,12.9,17404,3.55
8391,2,7.78,3.67,17404,3.4
8391,2,7.83,12.05,17404,3.18
8391,2,8.03,4.25,17404,3.48
8391,2,8.12,4.5,17404,3.58
8391,2,8.18,3.75,17404,2.8
8391,2,8.25,2.53,17404,2.2
8391,2,8.3,6.42,17404,3.53
8391,2,8.4,2.55,17404,3.0
8391,2,8.43,16.83,17404,3.38
8391,2,8.72,12.52,17404,3.42
8391,2,8.93,7.67,17404,3.18
8391,2,9.05,15.7,17404,8.32
8391,2,9.32,5.12,17404,2.93
8391,2,9.4,8.65,17404,2.82
8391,2,9.55,14.28,17404,2.4
8391,2,9.78,334.75,17404,2.05
8391,2,15.37,5.37,17404,3.98
8391,2,15.45,7.1,17404,3.08
8391,2,15.57,8.43,17404,3.22
8391,2,15.72,9.32,17404,3.35
8391,2,15.87,7.77,17404,3.55
8391,2,16.0,17.17,17404,3.15
8391,2,16.28,9.67,17404,2.72
8391,2,16.45,10.0,17404,3.9
8391,2,16.62,3.13,17404,5.55
8391,2,16.67,11.25,17404,4.25
8391,2,16.85,23.67,17404,2.28
8391,2,17.25,0.43,17404,4.43
8391,2,17.25,9.98,17404,4.45
8391,2,17.42,3.8,17404,5.73
8391,2,17.48,7.2,17404,5.03
8391,2,17.6,15.92,17404,4.75
8391,2,17.87,2.22,17404,3.5
8391,2,17.9,9.58,17404,4.0
8391,2,18.07,7.2,17404,3.82
8391,2,18.18,6.6,17404,2.95
8391,2,18.3,,17404,4.15
8391,3,6.3,5.87,17404,2.1
8391,3,6.4,8.35,17404,2.02
8391,3,6.53,10.97,17404,3.73
8391,3,6.72,10.47,17404,2.67
8391,3,6.9,5.78,17404,3.28
8391,3,6.98,1.42,17404,2.58
8391,3,7.02,5.03,17404,3.12
8391,3,7.1,4.23,17404,3.85
8391,3,7.17,4.1,17404,3.65
8391,3,7.23,11.1,17404,2.68
8391,3,7.42,6.02,17404,2.92
8391,3,7.52,0.72,17404,3.48
8391,3,7.53,6.83,17404,3.15
8391,3,7.65,6.12,17404,2.5
8391,3,7.75,9.93,17404,2.18
8391,3,7.92,3.7,17404,3.9
8391,3,7.98,10.18,17404,3.38
8391,3,8.15,3.7,17404,3.32
8391,3,8.22,1.95,17404,3.82
8391,3,8.25,13.12,17404,3.98
8391,3,8.47,4.43,17404,3.02
8391,3,8.53,5.2,17404,0.53
8391,3,8.62,12.45,17404,3.03
8391,3,8.83,7.43,17404,3.38
8391,3,8.95,29.0,17404,3.07
8391,3,9.43,1.97,17404,4.03
8391,3,9.47,9.83,17404,4.65
8391,3,9.63,12.33,17404,3.9
8391,3,9.83,343.88,17404,2.77
8391,3,15.57,12.45,17404,3.92
8391,3,15.78,14.55,17404,6.28
8391,3,16.02,13.83,17404,4.33
8391,3,16.25,5.62,17404,3.9
8391,3,16.35,10.57,17404,3.22
8391,3,16.52,15.83,17404,3.65
8391,3,16.78,6.65,17404,4.03
8391,3,16.9,18.13,17404,5.17
8391,3,17.2,4.6,17404,6.63
8391,3,17.27,3.78,17404,6.35
8391,3,17.33,8.13,17404,4.45
8391,3,17.47,7.73,17404,5.52
8391,3,17.6,17.1,17404,6.13
8391,3,17.88,1.08,17404,3.18
8391,3,17.9,8.65,17404,3.0
8391,3,18.05,12.33,17404,4.17
8391,3,18.25,5.62,17404,3.77
8391,3,18.35,,17404,3.18
8391,4,6.27,8.48,17404,3.15
8391,4,6.42,6.55,17404,2.12
8391,4,6.52,14.52,17404,2.83
8391,4,6.77,9.65,17404,2.47
8391,4,6.92,0.63,17404,2.75
8391,4,6.93,1.27,17404,5.37
8391,4,6.95,5.75,17404,3.37
8391,4,7.05,12.17,17404,3.28
8391,4,7.25,9.85,17404,3.73
8391,4,7.42,2.3,17404,3.3
8391,4,7.45,0.92,17404,2.47
8391,4,7.47,2.87,17404,3.45
8391,4,7.52,2.75,17404,3.55
8391,4,7.57,10.32,17404,5.08
8391,4,7.73,11.08,17404,3.0
8391,4,7.92,1.17,17404,4.08
8391,4,7.93,11.68,17404,3.92
8391,4,8.13,1.9,17404,3.18
8391,4,8.17,8.12,17404,2.92
8391,4,8.3,7.52,17404,3.15
8391,4,8.43,1.85,17404,3.13
8391,4,8.45,8.5,17404,2.73
8391,4,8.6,13.27,17404,4.93
8391,4,8.82,11.3,17404,3.93
8391,4,9.0,18.45,17404,2.55
8391,4,9.32,6.75,17404,3.32
8391,4,9.43,10.18,17404,2.63
8391,4,9.6,9.52,17404,3.33
8391,4,9.75,337.35,17404,2.82
8391,4,15.38,22.1,17404,4.6
8391,4,15.75,1.25,17404,4.98
8391,4,15.77,3.23,17404,4.42
8391,4,15.82,10.57,17404,3.57
8391,4,16.0,17.77,17404,4.62
8391,4,16.3,5.58,17404,5.22
8391,4,16.38,15.63,17404,5.22
8391,4,16.65,2.3,17404,4.98
8391,4,16.68,4.8,17404,4.78
8391,4,16.77,9.63,17404,3.8
8391,4,16.93,13.37,17404,3.65
8391,4,17.15,6.23,17404,3.88
8391,4,17.25,0.17,17404,4.22
8391,4,17.25,15.28,17404,4.4
8391,4,17.52,3.63,17404,4.98
8391,4,17.57,10.02,17404,3.67
8391,4,17.73,16.3,17404,5.33
8391,4,18.02,9.02,17404,2.87
8391,4,18.17,1.07,17404,3.53
8391,4,18.18,15.77,17404,3.42
8391,4,18.43,,17404,3.87
8391,0,6.23,16.98,17404,2.17
8391,0,6.52,7.48,17404,2.17
8391,0,6.63,7.93,17404,3.55
8391,0,6.77,5.15,17404,3.6
8391,0,6.87,0.7,17404,3.57
8391,0,6.87,12.92,17404,3.83
8391,0,7.08,7.12,17404,3.2
8391,0,7.2,3.07,17404,3.28
8391,0,7.25,4.93,17404,3.52
8391,0,7.33,4.58,17404,3.65
8391,0,7.42,1.35,17404,3.32
8391,0,7.43,9.03,17404,3.55
8391,0,7.58,8.02,17404,2.9
8391,0,7.72,6.07,17404,4.05
8391,0,7.82,6.58,17404,2.55
8391,0,7.93,3.3,17404,2.57
8391,0,7.98,9.78,17404,2.12
8391,0,8.15,5.18,17404,2.22
8391,0,8.23,10.5,17404,3.25
8391,0,8.42,12.83,17404,3.78
8391,0,8.63,12.35,17404,3.6
8391,0,8.83,15.33,17404,2.4
8391,0,9.08,7.08,17404,4.05
8391,0,9.2,10.0,17404,3.87
8391,0,9.37,13.17,17404,5.1
8391,0,9.58,17.57,17404,2.25
8391,0,9.88,331.75,17404,3.23
8391,0,15.42,14.07,17404,3.42
8391,0,15.65,7.25,17404,3.43
8391,0,15.77,12.7,17404,4.82
8391,0,15.98,3.63,17404,3.9
8391,0,16.03,14.77,17404,3.63
8391,0,16.28,6.85,17404,4.1
8391,0,16.4,8.62,17404,2.82
8391,0,16.55,8.5,17404,4.03
8391,0,16.68,8.45,17404,4.85
8391,0,16.83,13.57,17404,4.03
8391,0,17.05,6.87,17404,3.25
8391,0,17.17,7.25,17404,3.68
8391,0,17.28,7.25,17404,4.07
8391,0,17.42,13.2,17404,4.67
8391,0,17.63,9.32,17404,4.97
8391,0,17.78,8.57,17404,5.68
8391,0,17.93,4.82,17404,6.22
8391,0,18.0,9.98,17404,5.55
8391,0,18.17,10.9,17404,2.62
8391,0,18.35,,17404,3.65
8391,1,6.28,9.9,17404,2.58
8391,1,6.45,6.95,17404,2.9
8391,1,6.57,11.72,17404,2.98
8391,1,6.77,5.35,17404,2.28
8391,1,6.85,18.27,17404,3.87
8391,1,7.17,1.65,17404,3.98
8391,1,7.18,7.15,17404,3.87
8391,1,7.3,0.48,17404,3.65
8391,1,7.32,5.23,17404,3.57
8391,1,7.4,11.35,17404,4.95
8391,1,7.58,2.87,17404,3.6
8391,1,7.63,10.08,17404,3.75
8391,1,7.8,7.0,17404,3.87
8391,1,7.92,15.62,17404,3.8
8391,1,8.18,5.3,17404,4.87
8391,1,8.27,1.82,17404,2.97
8391,1,8.3,12.6,17404,2.37
8391,1,8.52,0.4,17404,3.37
8391,1,8.52,11.35,17404,3.17
8391,1,8.7,10.78,17404,3.6
8391,1,8.88,11.27,17404,2.85
8391,1,9.07,10.27,17404,3.65
8391,1,9.25,21.37,17404,2.55
8391,1,9.6,22.83,17404,2.37
8391,1,9.98,321.15,17404,2.53
8391,1,15.33,7.87,17404,3.17
8391,1,15.47,10.3,17404,4.33
8391,1,15.63,5.35,17404,4.07
8391,1,15.73,19.83,17404,3.1
8391,1,16.05,0.22,17404,4.47
8391,1,16.07,9.42,17404,3.73
8391,1,16.22,8.85,17404,3.27
8391,1,16.37,11.52,17404,3.95
8391,1,16.55,8.28,17404,4.13
8391,1,16.7,12.57,17404,4.97
8391,1,16.9,10.17,17404,5.52
8391,1,17.07,4.97,17404,5.62
8391,1,17.15,8.03,17404,6.43
8391,1,17.28,12.7,17404,4.95
8391,1,17.5,3.95,17404,5.37
8391,1,17.57,8.98,17404,4.28
8391,1,17.72,12.73,17404,4.35
8391,1,17.93,2.92,17404,4.17
8391,1,17.98,9.6,17404,3.87
8391,1,18.13,9.85,17404,4.6
8391,1,18.3,,17404,2.97
8391,2,6.18,16.92,17404,3.53
8391,2,6.47,3.12,17404,2.28
8391,2,6.52,13.95,17404,3.07
8391,2,6.75,17.18,17404,2.47
8391,2,7.03,9.73,17404,2.98
8391,2,7.2,1.8,17404,2.42
8391,2,7.23,5.18,17404,3.12
8391,2,7.32,7.02,17404,3.55
8391,2,7.43,8.53,17404,3.82
8391,2,7.58,0.08,17404,2.4
8391,2,7.58,0.43,17404,3.35
8391,2,7.58,11.03,17404,4.07
8391,2,7.77,8.55,17404,3.85
8391,2,7.92,9.47,17404,3.65
8391,2,8.07,7.08,17404,3.65
8391,2,8.18,0.65,17404,2.98
8391,2,8.2,9.42,17404,2.47
8391,2,8.35,5.8,17404,3.88
8391,2,8.45,4.13,17404,4.9
8391,2,8.52,9.22,17404,3.53
8391,2,8.67,11.82,17404,3.87
8391,2,8.87,23.4,17404,2.87
8391,2,9.27,4.28,17404,3.37
8391,2,9.33,5.25,17404,4.65
8391,2,9.42,4.67,17404,4.85
8391,2,9.5,18.17,17404,4.62
8391,2,9.8,336.0,17404,3.13
8391,2,15.4,4.47,17404,4.05
8391,2,15.48,7.43,17404,3.67
8391,2,15.6,12.15,17404,3.07
8391,2,15.8,8.98,17404,3.7
8391,2,15.95,9.9,17404,4.98
8391,2,16.12,10.28,17404,3.98
8391,2,16.28,10.67,17404,3.37
8391,2,16.47,4.15,17404,5.65
8391,2,16.53,7.03,17404,4.08
8391,2,16.65,17.95,17404,4.35
8391,2,16.95,9.7,17404,5.4
8391,2,17.12,0.92,17404,5.23
8391,2,17.13,18.28,17404,4.7
8391,2,17.43,1.98,17404,3.78
8391,2,17.47,6.87,17404,2.97
8391,2,17.58,12.27,17404,2.53
8391,2,17.78,2.9,17404,3.58
8391,2,17.83,9.85,17404,3.53
8391,2,18.0,9.57,17404,3.07
8391,2,18.15,12.63,17404,3.43
8391,2,18.37,,17404,4.57
8391,3,6.37,5.22,17404,2.0
8391,3,6.45,15.68,17404,2.55
8391,3,6.72,14.17,17404,3.9
8391,3,6.95,0.08,17404,2.93
8391,3,6.95,6.03,17404,3.53
8391,3,7.05,0.77,17404,2.42
8391,3,7.07,7.43,17404,2.62
8391,3,7.18,8.6,17404,3.52
8391,3,7.33,11.62,17404,2.58
8391,3,7.53,2.45,17404,3.37
8391,3,7.57,1.33,17404,5.7
8391,3,7.58,8.55,17404,3.65
8391,3,7.73,0.1,17404,3.3
8391,3,7.73,11.5,17404,2.98
8391,3,7.92,2.43,17404,3.35
8391,3,7.97,14.08,17404,3.67
8391,3,8.2,0.93,17404,3.73
8391,3,8.22,2.12,17404,2.88
8391,3,8.25,15.78,17404,3.63
8391,3,8.52,0.12,17404,3.4
8391,3,8.52,10.45,17404,3.6
8391,3,8.68,14.27,17404,2.8
8391,3,8.93,7.22,17404,3.25
8391,3,9.05,22.58,17404,3.13
8391,3,9.42,3.35,17404,2.85
8391,3,9.48,8.68,17404,4.27
8391,3,9.62,11.55,17404,2.55
8391,3,9.82,337.67,17404,3.25
8391,3,15.45,2.18,17404,3.2
8391,3,15.48,6.4,17404,3.95
8391,3,15.58,13.62,17404,5.45
8391,3,15.82,8.8,17404,5.02
8391,3,15.97,7.23,17404,2.42
8391,3,16.08,12.15,17404,3.0
8391,3,16.28,7.82,17404,4.95
8391,3,16.42,6.92,17404,3.45
8391,3,16.53,14.63,17404,3.28
8391,3,16.77,4.7,17404,4.22
8391,3,16.85,16.1,17404,4.65
8391,3,17.12,5.97,17404,6.5
8391,3,17.22,11.13,17404,6.47
8391,3,17.4,9.05,17404,5.08
8391,3,17.55,4.52,17404,3.63
8391,3,17.63,10.37,17404,3.62
8391,3,17.8,2.78,17404,3.6
8391,3,17.85,8.05,17404,3.0
8391,3,17.98,9.97,17404,3.27
8391,3,18.15,13.28,17404,3.4
8391,3,18.37,,17404,3.7
8391,4,6.23,17.13,17404,2.38
