origin,day_of_week,decimal_time,wait|14179,destination,travel_time
4101,2,5.28,19.35,4102,0.32
4101,2,5.62,19.4,4102,0.68
4101,2,5.93,17.47,4102,0.47
4101,2,6.22,15.73,4102,0.52
4101,2,6.48,18.05,4102,0.63
4101,2,6.78,17.3,4102,0.55
4101,2,7.08,15.92,4102,0.73
4101,2,7.33,9.97,4102,0.82
4101,2,7.5,16.12,4102,0.87
4101,2,7.78,12.73,4102,0.7
4101,2,7.98,10.17,4102,0.98
4101,2,8.15,8.6,4102,0.63
4101,2,8.3,7.3,4102,0.55
4101,2,8.42,10.68,4102,1.03
4101,2,8.6,4.97,4102,1.28
4101,2,8.68,10.22,4102,0.68
4101,2,8.85,1.43,4102,0.93
4101,2,8.88,10.85,4102,0.88
4101,2,9.05,11.97,4102,0.62
4101,2,9.25,2.0,4102,0.47
4101,2,9.28,8.77,4102,0.57
4101,2,9.43,5.3,4102,0.67
4101,2,9.52,8.83,4102,0.48
4101,2,9.67,8.22,4102,0.57
4101,2,9.82,14.0,4102,0.73
4101,2,10.05,10.6,4102,0.98
4101,2,10.22,12.27,4102,0.38
4101,2,10.42,12.25,4102,0.57
4101,2,10.63,23.62,4102,0.72
4101,2,11.02,15.25,4102,0.65
4101,2,11.28,13.83,4102,0.5
4101,2,11.5,21.05,4102,0.93
4101,2,11.85,19.23,4102,0.53
4101,2,12.18,19.67,4102,0.65
4101,2,12.5,16.1,4102,0.63
4101,2,12.77,17.03,4102,0.58
4101,2,13.05,18.95,4102,1.05
4101,2,13.37,21.07,4102,0.72
4101,2,13.72,33.08,4102,0.9
4101,2,14.28,15.48,4102,0.55
4101,2,14.53,21.27,4102,0.3
4101,2,14.88,9.03,4102,0.65
4101,2,15.03,16.0,4102,0.6
4101,2,15.3,12.78,4102,0.67
4101,2,15.52,9.53,4102,0.92
4101,2,15.68,10.28,4102,0.93
4101,2,15.85,21.42,4102,0.47
4101,2,16.2,14.2,4102,0.85
4101,2,16.45,8.5,4102,0.68
4101,2,16.58,15.68,4102,0.68
4101,2,16.85,6.72,4102,0.85
4101,2,16.95,9.65,4102,1.0
4101,2,17.12,15.18,4102,1.18
4101,2,17.37,18.0,4102,1.28
4101,2,17.67,2.95,4102,0.95
4101,2,17.72,9.0,4102,0.68
4101,2,17.87,18.97,4102,1.0
4101,2,18.18,3.23,4102,1.0
4101,2,18.23,15.28,4102,0.87
4101,2,18.5,9.65,4102,1.0
4101,2,18.65,15.75,4102,0.95
4101,2,18.92,16.1,4102,1.62
4101,2,19.18,17.05,4102,0.63
4101,2,19.47,22.95,4102,0.95
4101,2,19.85,18.1,4102,0.67
4101,2,20.15,20.95,4102,0.97
4101,2,20.5,16.5,4102,0.63
4101,2,20.78,22.75,4102,0.53
4101,2,21.17,22.92,4102,0.92
4101,2,21.53,19.2,4102,1.23
4101,2,21.87,21.22,4102,0.43
4101,2,22.22,22.42,4102,0.92
4101,2,22.58,,4102,1.05
4101,3,5.27,19.43,4102,0.37
4101,3,5.58,19.47,4102,0.45
4101,3,5.92,17.8,4102,0.32
4101,3,6.22,32.38,4102,0.92
4101,3,6.75,16.15,4102,0.32
4101,3,7.02,17.17,4102,1.27
4101,3,7.3,12.68,4102,0.47
4101,3,7.52,16.28,4102,0.62
4101,3,7.78,17.2,4102,0.65
4101,3,8.07,4.98,4102,0.87
4101,3,8.15,8.75,4102,0.77
4101,3,8.3,19.2,4102,1.07
4101,3,8.62,9.25,4102,0.5
4101,3,8.78,2.8,4102,0.8
4101,3,8.82,6.9,4102,0.45
4101,3,8.93,5.13,4102,0.97
4101,3,9.02,10.97,4102,1.08
4101,3,9.2,3.77,4102,1.02
4101,3,9.27,10.13,4102,0.68
4101,3,9.43,4.95,4102,0.53
4101,3,9.52,9.23,4102,0.43
4101,3,9.67,11.8,4102,1.07
4101,3,9.87,7.87,4102,0.42
4101,3,10.0,26.05,4102,0.72
4101,3,10.43,15.57,4102,0.6
4101,3,10.7,13.65,4102,0.6
4101,3,10.92,20.77,4102,0.93
4101,3,11.27,18.1,4102,0.62
4101,3,11.57,15.28,4102,0.92
4101,3,11.83,19.28,4102,0.73
4101,3,12.15,14.47,4102,0.35
4101,3,12.38,22.93,4102,0.55
4101,3,12.77,20.85,4102,0.53
4101,3,13.12,14.18,4102,1.35
4101,3,13.35,22.07,4102,0.63
4101,3,13.72,15.8,4102,0.88
4101,3,13.98,19.27,4102,0.48
4101,3,14.3,14.07,4102,0.35
4101,3,14.53,18.95,4102,0.23
4101,3,14.85,16.8,4102,1.15
4101,3,15.13,4.87,4102,0.9
4101,3,15.22,28.27,4102,1.32
4101,3,15.68,12.47,4102,1.1
4101,3,15.9,5.28,4102,0.88
4101,3,15.98,11.78,4102,1.18
4101,3,16.18,17.45,4102,0.77
4101,3,16.47,8.87,4102,0.42
4101,3,16.62,8.13,4102,0.62
4101,3,16.75,14.45,4102,0.88
4101,3,17.0,3.92,4102,0.6
4101,3,17.07,18.7,4102,1.02
4101,3,17.37,3.9,4102,2.88
4101,3,17.43,28.08,4102,1.15
4101,3,17.9,13.73,4102,1.13
4101,3,18.13,2.97,4102,1.0
4101,3,18.18,20.13,4102,0.65
4101,3,18.52,10.08,4102,1.27
4101,3,18.68,20.98,4102,0.95
4101,3,19.03,6.93,4102,0.87
4101,3,19.15,21.18,4102,0.92
4101,3,19.5,38.13,4102,0.77
4101,3,20.15,20.98,4102,0.62
4101,3,20.5,22.82,4102,0.83
4101,3,20.87,15.65,4102,0.77
4101,3,21.13,42.32,4102,0.57
4101,3,21.83,47.03,4102,0.48
4101,3,22.62,,4102,0.82
4101,4,5.3,17.72,4102,0.33
4101,4,5.58,20.72,4102,0.98
4101,4,5.93,19.82,4102,0.55
