origin,day_of_week,decimal_time,wait|15417,wait|4040,destination,travel_time
689,2,4.35,16.07,16.07,1405,30.68
689,2,4.62,53.97,53.97,1405,34.05
689,2,5.73,24.68,24.68,1405,34.87
689,2,6.15,10.6,10.6,1405,37.7
689,2,6.33,9.5,9.5,1405,39.52
689,2,6.48,10.98,10.98,1405,40.12
689,2,6.67,6.37,6.37,1405,49.47
689,2,6.77,9.02,9.02,1405,46.05
689,2,6.93,7.85,7.85,1405,52.98
689,2,7.05,6.03,6.03,1405,46.15
689,2,7.15,7.28,7.28,1405,53.73
689,2,7.28,9.1,9.1,1405,56.63
689,2,7.43,14.15,14.15,1405,47.5
689,2,7.67,10.63,10.63,1405,51.4
689,2,7.85,8.77,8.77,1405,62.25
689,2,7.98,6.75,6.75,1405,52.13
689,2,8.1,9.17,9.17,1405,51.55
689,2,8.25,8.12,8.12,1405,48.05
689,2,8.38,11.38,11.38,1405,46.6
689,2,8.58,11.72,11.72,1405,52.43
689,2,8.77,13.8,13.8,1405,41.82
689,2,9.0,14.5,14.5,1405,44.8
689,2,9.25,15.48,15.48,1405,44.82
689,2,9.5,33.95,33.95,1405,40.52
689,2,10.07,17.32,17.32,1405,42.38
689,2,10.37,18.22,18.22,1405,42.43
689,2,10.67,17.92,17.92,1405,43.77
689,2,10.97,17.85,17.85,1405,42.73
689,2,11.25,16.42,16.42,1405,42.32
689,2,11.53,21.0,21.0,1405,46.32
689,2,11.88,18.22,18.22,1405,41.37
689,2,12.5,17.23,17.23,1405,45.18
689,2,12.78,15.75,15.75,1405,43.02
689,2,13.05,17.02,17.02,1405,43.52
689,2,13.33,15.1,15.1,1405,42.73
689,2,13.58,14.2,14.2,1405,46.52
689,2,13.82,13.2,13.2,1405,43.9
689,2,14.03,10.98,10.98,1405,48.18
689,2,14.22,10.13,10.13,1405,43.15
689,2,14.38,12.25,12.25,1405,43.92
689,2,14.6,21.45,21.45,1405,45.83
689,2,14.95,9.52,9.52,1405,47.4
689,2,15.1,10.17,10.17,1405,44.3
689,2,15.28,10.98,10.98,1405,41.78
689,2,15.47,10.47,10.47,1405,48.83
689,2,15.63,9.92,9.92,1405,52.12
689,2,15.8,11.28,11.28,1405,43.9
689,2,15.98,10.1,10.1,1405,54.1
689,2,16.15,11.3,11.3,1405,56.5
689,2,16.35,11.08,11.08,1405,48.1
689,2,16.53,10.77,10.77,1405,48.23
689,2,16.72,9.43,9.43,1405,48.62
689,2,16.87,14.15,14.15,1405,42.58
689,2,17.1,14.08,14.08,1405,56.23
689,2,17.33,15.88,15.88,1405,50.9
689,2,17.6,18.75,18.75,1405,50.3
689,2,17.92,21.25,21.25,1405,48.57
689,2,18.27,22.37,22.37,1405,47.13
689,2,18.63,22.02,22.02,1405,39.4
689,2,19.0,20.22,20.22,1405,41.0
689,2,19.35,22.78,22.78,1405,43.52
689,2,19.72,21.32,21.32,1405,41.05
689,2,20.08,26.4,26.4,1405,36.23
689,2,20.52,20.98,20.98,1405,33.43
689,2,20.87,23.27,23.27,1405,35.62
689,2,21.25,24.08,24.08,1405,34.47
689,2,21.67,,59.35,1405,33.07
689,3,4.33,20.12,20.12,1405,29.22
689,3,4.67,18.52,18.52,1405,29.27
689,3,4.98,14.0,14.0,1405,33.18
689,3,5.22,30.97,30.97,1405,33.78
689,3,5.72,14.93,14.93,1405,35.0
689,3,5.97,21.9,21.9,1405,36.08
689,3,6.33,9.05,9.05,1405,36.92
689,3,6.48,9.27,9.27,1405,39.17
689,3,6.65,8.58,8.58,1405,47.12
689,3,6.78,7.9,7.9,1405,48.58
689,3,6.92,14.45,14.45,1405,52.38
689,3,7.17,5.85,5.85,1405,58.93
689,3,7.25,8.45,8.45,1405,61.47
689,3,7.4,8.47,8.47,1405,51.27
689,3,7.53,7.22,7.22,1405,54.13
689,3,7.67,8.13,8.13,1405,55.92
689,3,7.8,8.55,8.55,1405,51.13
689,3,7.93,7.22,7.22,1405,48.25
689,3,8.05,21.15,21.15,1405,51.82
689,3,8.42,9.88,9.88,1405,50.9
689,3,8.57,12.75,12.75,1405,48.77
689,3,8.78,31.6,31.6,1405,46.65
689,3,9.32,13.37,13.37,1405,44.47
689,3,9.53,14.2,14.2,1405,37.68
689,3,9.77,17.3,17.3,1405,38.65
689,3,10.07,18.53,18.53,1405,40.58
689,3,10.37,18.5,18.5,1405,45.2
689,3,10.68,21.77,21.77,1405,41.73
689,3,11.03,13.32,13.32,1405,38.2
689,3,11.27,16.63,16.63,1405,38.45
689,3,11.53,20.67,20.67,1405,44.77
689,3,11.88,17.33,17.33,1405,43.28
689,3,12.17,18.43,18.43,1405,42.93
689,3,12.48,19.62,19.62,1405,51.33
689,3,12.8,16.2,16.2,1405,42.83
689,3,13.08,15.17,15.17,1405,44.68
689,3,13.33,15.55,15.55,1405,44.62
689,3,13.58,14.17,14.17,1405,45.38
689,3,13.83,12.93,12.93,1405,45.7
689,3,14.05,22.08,22.08,1405,46.68
689,3,14.42,11.8,11.8,1405,44.73
689,3,14.6,8.65,8.65,1405,43.73
689,3,14.75,15.5,15.5,1405,41.03
689,3,15.02,5.87,5.87,1405,42.87
689,3,15.1,11.0,11.0,1405,44.87
689,3,15.28,10.3,10.3,1405,42.87
689,3,15.47,13.57,13.57,1405,49.33
689,3,15.68,7.13,7.13,1405,48.23
689,3,15.8,10.4,10.4,1405,44.1
689,3,15.98,11.8,11.8,1405,47.92
689,3,16.18,20.85,20.85,1405,45.88
689,3,16.52,10.98,10.98,1405,43.72
689,3,16.7,11.13,11.13,1405,52.52
689,3,16.9,12.37,12.37,1405,42.53
689,3,17.1,14.58,14.58,1405,56.08
689,3,17.35,17.02,17.02,1405,47.82
689,3,17.63,17.52,17.52,1405,53.18
689,3,17.92,22.52,22.52,1405,42.05
689,3,18.3,41.62,41.62,1405,45.97
689,3,18.98,22.37,22.37,1405,42.95
689,3,19.37,24.02,24.02,1405,39.17
689,3,19.77,64.95,64.95,1405,37.82
689,3,20.85,49.9,49.9,1405,36.08
689,3,21.67,,,1405,32.03
689,4,4.63,18.57,18.57,1405,33.37
689,4,4.95,16.5,16.5,1405,33.07
689,4,5.22,18.82,18.82,1405,36.32
689,4,5.53,11.17,11.17,1405,31.63
689,4,5.72,15.92,15.92,1405,35.15
689,4,5.98,9.65,9.65,1405,35.3
689,4,6.15,10.35,10.35,1405,39.47
689,4,6.32,10.6,10.6,1405,40.53
689,4,6.5,9.03,9.03,1405,41.7
689,4,6.65,8.35,8.35,1405,38.03
689,4,6.78,7.67,7.67,1405,48.32
689,4,6.92,6.92,6.92,1405,50.58
689,4,7.03,13.87,13.87,1405,50.62
689,4,7.25,8.98,8.98,1405,59.78
689,4,7.4,5.35,5.35,1405,49.98
689,4,7.5,10.18,10.18,1405,51.15
689,4,7.67,11.07,11.07,1405,51.48
689,4,7.85,5.45,5.45,1405,54.8
689,4,7.93,9.05,9.05,1405,50.85
689,4,8.08,19.27,19.27,1405,50.93
689,4,8.42,9.27,9.27,1405,45.15
689,4,8.57,26.5,26.5,1405,45.77
689,4,9.0,16.77,16.77,1405,41.7
689,4,9.28,14.2,14.2,1405,49.15
689,4,9.52,16.1,16.1,1405,39.9
689,4,9.8,16.6,16.6,1405,41.62
689,4,10.07,18.42,18.42,1405,43.88
689,4,10.38,16.78,16.78,1405,47.6
689,4,10.65,18.27,18.27,1405,44.95
689,4,10.97,18.1,18.1,1405,46.52
689,4,11.27,17.5,17.5,1405,42.45
689,4,11.55,20.15,20.15,1405,53.8
689,4,11.88,25.9,25.9,1405,46.25
689,4,12.32,10.2,10.2,1405,49.75
689,4,12.48,18.02,18.02,1405,41.72
689,4,12.78,17.55,17.55,1405,51.73
689,4,13.08,15.32,15.32,1405,52.23
689,4,13.33,15.23,15.23,1405,42.68
689,4,13.6,14.82,14.82,1405,44.63
689,4,13.83,22.05,22.05,1405,38.1
689,4,14.2,22.67,22.67,1405,54.63
689,4,14.58,10.27,10.27,1405,43.03
689,4,14.75,18.72,18.72,1405,48.47
689,4,15.07,2.98,2.98,1405,47.03
689,4,15.12,9.93,9.93,1405,44.0
689,4,15.28,9.97,9.97,1405,49.1
689,4,15.45,12.5,12.5,1405,48.63
689,4,15.65,16.05,16.05,1405,43.75
689,4,15.93,4.92,4.92,1405,50.48
689,4,16.0,29.42,29.42,1405,46.87
689,4,16.5,1.33,1.33,1405,48.78
689,4,16.52,1.23,1.23,1405,48.87
689,4,16.53,10.15,10.15,1405,48.37
689,4,16.72,10.48,10.48,1405,50.17
689,4,16.88,13.05,13.05,1405,46.97
689,4,17.1,14.65,14.65,1405,51.13
689,4,17.35,15.57,15.57,1405,50.55
689,4,17.6,18.3,18.3,1405,44.43
689,4,17.92,21.95,21.95,1405,46.18
689,4,18.28,21.93,21.93,1405,51.3
689,4,18.65,21.12,21.12,1405,43.67
689,4,19.0,21.1,21.1,1405,43.7
689,4,19.35,22.63,22.63,1405,42.25
689,4,19.72,22.3,22.3,1405,33.37
689,4,20.1,23.0,23.0,1405,42.3
689,4,20.48,24.07,24.07,1405,34.85
689,4,20.88,21.58,21.58,1405,36.53
689,4,21.23,25.37,25.37,1405,36.25
689,4,21.67,,,1405,32.53
689,5,5.33,23.72,23.72,1405,30.62
689,5,5.72,20.37,20.37,1405,29.75
689,5,6.07,39.92,39.92,1405,31.03
689,5,6.73,34.65,34.65,1405,34.8
689,5,7.3,17.03,17.03,1405,31.1
689,5,7.58,17.7,17.7,1405,35.88
689,5,7.88,18.38,18.38,1405,34.98
689,5,8.18,17.95,17.95,1405,39.82
689,5,8.48,17.02,17.02,1405,35.75
689,5,8.77,17.67,17.67,1405,54.17
689,5,9.07,17.05,17.05,1405,38.65
689,5,9.35,16.23,16.23,1405,45.28
689,5,9.62,17.03,17.03,1405,45.67
689,5,9.9,16.05,16.05,1405,42.93
689,5,10.17,33.73,33.73,1405,49.68
689,5,10.73,1.12,1.12,1405,47.35
689,5,10.75,17.67,17.67,1405,42.77
689,5,11.05,17.12,17.12,1405,48.12
689,5,11.33,18.75,18.75,1405,49.15
689,5,11.65,16.67,16.67,1405,46.47
689,5,11.92,18.13,18.13,1405,46.75
689,5,12.22,18.8,18.8,1405,53.43
689,5,12.53,19.62,19.62,1405,48.0
689,5,12.87,15.6,15.6,1405,43.45
689,5,13.13,18.47,18.47,1405,50.83
689,5,13.43,18.37,18.37,1405,46.3
689,5,13.73,34.05,34.05,1405,47.02
689,5,14.3,19.05,19.05,1405,48.02
689,5,14.62,17.95,17.95,1405,44.87
689,5,14.92,18.15,18.15,1405,45.92
689,5,15.23,17.83,17.83,1405,47.82
