origin,day_of_week,decimal_time,wait|14179,destination,travel_time
18064,2,5.13,21.58,4091,0.67
18064,2,5.5,17.67,4091,0.65
18064,2,5.78,18.85,4091,0.62
18064,2,6.1,15.38,4091,0.93
18064,2,6.37,16.8,4091,0.9
18064,2,6.63,15.07,4091,1.28
18064,2,6.88,16.32,4091,1.5
18064,2,7.17,10.87,4091,1.32
18064,2,7.35,15.23,4091,1.28
18064,2,7.6,10.93,4091,1.15
18064,2,7.78,10.68,4091,1.23
18064,2,7.95,8.85,4091,1.37
18064,2,8.1,9.55,4091,0.98
18064,2,8.27,9.42,4091,1.27
18064,2,8.42,5.1,4091,0.72
18064,2,8.5,9.97,4091,1.2
18064,2,8.67,3.43,4091,0.8
18064,2,8.73,9.85,4091,0.77
18064,2,8.9,11.95,4091,1.5
18064,2,9.1,2.15,4091,1.48
18064,2,9.13,8.87,4091,0.95
18064,2,9.28,6.17,4091,1.3
18064,2,9.38,8.1,4091,0.83
18064,2,9.52,8.73,4091,1.0
18064,2,9.67,13.63,4091,1.03
18064,2,9.88,10.32,4091,1.52
18064,2,10.07,11.53,4091,0.78
18064,2,10.25,14.58,4091,1.35
18064,2,10.5,21.77,4091,1.02
18064,2,10.85,15.03,4091,0.95
18064,2,11.1,15.63,4091,0.95
18064,2,11.37,19.05,4091,0.7
18064,2,11.68,18.73,4091,0.88
18064,2,12.0,16.48,4091,0.92
18064,2,12.27,19.63,4091,1.47
18064,2,12.6,17.37,4091,1.28
18064,2,12.88,20.12,4091,1.27
18064,2,13.22,20.1,4091,0.78
18064,2,13.57,13.93,4091,1.4
18064,2,13.8,18.1,4091,1.32
18064,2,14.1,15.05,4091,0.73
18064,2,14.35,19.15,4091,0.95
18064,2,14.67,10.37,4091,1.2
18064,2,14.83,14.57,4091,1.15
18064,2,15.08,12.52,4091,1.22
18064,2,15.28,11.28,4091,0.82
18064,2,15.48,7.02,4091,1.1
18064,2,15.6,25.62,4091,0.83
18064,2,16.02,9.6,4091,1.13
18064,2,16.18,10.55,4091,1.27
18064,2,16.35,16.22,4091,1.32
18064,2,16.63,9.82,4091,0.63
18064,2,16.78,6.12,4091,1.33
