origin,day_of_week,decimal_time,wait|15417,wait|4040,destination,travel_time
4060,2,4.63,17.22,,1405,12.95
4060,2,4.93,19.55,,1405,15.17
4060,2,5.25,16.28,,1405,14.47
4060,2,5.52,33.15,,1405,13.07
4060,2,6.08,11.68,,1405,14.68
4060,2,6.27,13.57,,1405,17.93
4060,2,6.5,12.73,,1405,16.95
4060,2,6.72,8.85,,1405,16.63
4060,2,6.85,17.93,,1405,17.88
4060,2,7.15,2.97,,1405,20.28
4060,2,7.2,13.98,,1405,20.27
4060,2,7.43,0.13,,1405,22.23
4060,2,7.43,12.13,,1405,23.12
4060,2,7.65,10.62,,1405,24.6
4060,2,7.82,3.67,,1405,24.17
4060,2,7.88,12.55,,1405,20.47
4060,2,8.08,6.93,,1405,18.12
4060,2,8.2,15.45,,1405,19.03
4060,2,8.47,3.23,,1405,25.07
4060,2,8.52,7.25,,1405,20.48
4060,2,8.63,3.47,,1405,19.4
4060,2,8.7,8.63,,1405,21.6
4060,2,8.83,13.98,,1405,19.63
4060,2,9.07,6.95,,1405,22.87
4060,2,9.18,14.03,,1405,17.02
4060,2,9.42,16.25,,1405,19.77
4060,2,9.7,11.93,,1405,18.03
4060,2,9.88,15.1,,1405,17.28
4060,2,10.15,18.52,,1405,21.77
4060,2,10.45,20.67,,1405,19.48
4060,2,10.8,15.65,,1405,16.18
4060,2,11.05,19.32,,1405,20.08
4060,2,11.38,19.43,,1405,17.65
4060,2,11.7,19.45,,1405,15.65
4060,2,12.03,15.7,,1405,16.62
4060,2,12.28,22.43,,1405,16.97
4060,2,12.98,14.02,,1405,15.62
4060,2,13.22,17.13,,1405,16.67
4060,2,13.5,13.98,,1405,15.78
4060,2,13.73,19.35,,1405,18.03
4060,2,14.07,10.32,,1405,17.57
4060,2,14.23,16.32,,1405,18.83
4060,2,14.5,8.43,,1405,20.0
4060,2,14.65,10.35,,1405,17.52
4060,2,14.82,10.67,,1405,18.07
4060,2,15.0,26.57,,1405,21.57
4060,2,15.43,7.05,,1405,18.02
4060,2,15.55,6.95,,1405,17.38
4060,2,15.67,16.93,,1405,18.08
4060,2,15.95,14.2,,1405,19.18
4060,2,16.18,2.68,,1405,18.73
4060,2,16.23,14.87,,1405,17.75
4060,2,16.48,12.1,,1405,24.37
4060,2,16.68,5.35,,1405,24.77
4060,2,16.77,12.67,,1405,22.32
4060,2,16.98,9.98,,1405,20.87
4060,2,17.15,7.13,,1405,22.03
4060,2,17.27,23.18,,1405,18.3
4060,2,17.65,10.18,,1405,22.92
4060,2,17.83,13.83,,1405,21.48
4060,2,18.05,19.53,,1405,22.93
4060,2,18.38,19.4,,1405,20.42
4060,2,18.7,18.75,,1405,20.83
4060,2,19.02,20.95,,1405,16.72
4060,2,19.37,24.78,,1405,19.38
4060,2,19.78,19.55,,1405,17.33
4060,2,20.1,20.92,,1405,18.1
4060,2,20.45,22.9,,1405,13.68
4060,2,20.83,22.13,,1405,14.38
4060,2,21.2,22.75,,1405,15.42
4060,2,21.58,22.67,,1405,14.78
4060,2,21.97,,,1405,14.8
4060,3,4.62,18.77,,1405,11.78
4060,3,4.93,19.23,,1405,13.18
4060,3,5.25,16.07,,1405,16.38
4060,3,5.52,31.17,,1405,14.92
4060,3,6.05,15.75,,1405,15.93
4060,3,6.3,12.6,,1405,16.2
4060,3,6.52,10.5,,1405,18.28
4060,3,6.68,10.07,,1405,15.83
4060,3,6.85,14.52,,1405,17.07
4060,3,7.1,8.35,,1405,19.77
4060,3,7.23,8.72,,1405,21.47
4060,3,7.38,16.28,,1405,24.45
4060,3,7.65,12.23,,1405,29.17
4060,3,7.87,1.52,,1405,23.57
4060,3,7.88,12.0,,1405,23.8
4060,3,8.08,9.17,,1405,21.38
4060,3,8.23,4.82,,1405,21.22
4060,3,8.32,4.65,,1405,19.75
4060,3,8.4,7.6,,1405,20.77
4060,3,8.52,10.92,,1405,23.95
4060,3,8.7,14.15,,1405,22.6
4060,3,8.93,8.35,,1405,19.12
4060,3,9.08,11.55,,1405,18.52
4060,3,9.27,28.77,,1405,17.6
4060,3,9.75,8.97,,1405,18.25
4060,3,9.9,15.3,,1405,15.87
4060,3,10.15,18.03,,1405,15.73
4060,3,10.45,22.13,,1405,16.93
4060,3,10.82,16.17,,1405,17.95
4060,3,11.1,17.65,,1405,16.82
4060,3,11.38,14.13,,1405,17.4
4060,3,11.62,21.6,,1405,16.83
4060,3,11.98,18.05,,1405,18.18
4060,3,12.28,18.4,,1405,19.32
4060,3,12.58,23.85,,1405,17.9
4060,3,12.98,15.93,,1405,20.88
4060,3,13.25,17.05,,1405,16.07
4060,3,13.53,12.37,,1405,17.07
4060,3,13.75,16.87,,1405,19.8
4060,3,14.03,14.67,,1405,19.25
4060,3,14.27,12.2,,1405,19.07
