origin,day_of_week,decimal_time,wait|3040,wait|3099,destination,travel_time
15301,2,4.02,,18.12,14128,19.43
15301,2,4.32,,38.58,14128,17.5
15301,2,4.97,,1.98,14128,17.48
15301,2,5.0,,12.72,14128,17.38
15301,2,5.2,,10.02,14128,16.22
15301,2,5.37,,9.77,14128,18.0
15301,2,5.53,,18.15,14128,19.02
15301,2,5.83,,7.93,14128,18.03
15301,2,5.97,,7.92,14128,20.88
15301,2,6.1,,5.03,14128,17.07
15301,2,6.18,,9.45,14128,21.07
15301,2,6.35,,4.4,14128,20.52
15301,2,6.42,,6.7,14128,21.12
15301,2,6.53,,13.25,14128,22.63
15301,2,6.75,,34.02,14128,20.32
15301,2,7.32,,10.13,14128,22.15
15301,2,7.48,,0.85,14128,26.38
15301,2,7.5,,5.05,14128,23.82
15301,2,7.58,,17.07,14128,25.53
15301,2,7.87,,20.15,14128,21.9
15301,2,8.2,,3.67,14128,24.22
15301,2,8.27,,10.12,14128,22.25
15301,2,8.43,,43.35,14128,21.82
15301,2,9.15,,0.72,14128,20.48
15301,2,9.17,,15.3,14128,19.68
15301,2,9.42,,4.28,14128,21.73
15301,2,9.5,,26.42,14128,23.33
15301,2,9.93,,5.63,14128,23.03
15301,2,10.03,,21.68,14128,21.37
15301,2,10.4,,16.83,14128,23.95
15301,2,10.67,,10.93,14128,26.15
15301,2,10.85,,18.33,14128,22.65
15301,2,11.17,,6.53,14128,23.8
15301,2,11.27,,16.23,14128,21.65
15301,2,11.53,,20.52,14128,22.98
15301,2,11.88,,6.63,14128,23.12
15301,2,12.0,,22.83,14128,22.67
15301,2,12.37,,2.85,14128,28.07
15301,2,12.42,,20.17,14128,26.12
15301,2,12.75,,12.08,14128,19.03
15301,2,12.95,,30.87,14128,23.25
15301,2,13.47,,22.8,14128,21.48
15301,2,13.87,,15.77,14128,23.5
15301,2,14.13,,11.58,14128,23.25
15301,2,14.33,,15.78,14128,25.12
15301,2,14.58,,3.35,14128,27.38
15301,2,14.65,,8.97,14128,27.48
15301,2,14.8,,13.77,14128,25.83
15301,2,15.02,,32.25,14128,31.98
15301,2,15.57,,11.63,14128,27.65
15301,2,15.75,,1.0,14128,32.28
15301,2,15.77,,10.88,14128,28.42
15301,2,15.95,,14.05,14128,30.7
15301,2,16.18,,10.27,14128,26.87
15301,2,16.37,,24.25,14128,25.48
15301,2,16.77,,1.48,14128,25.0
15301,2,16.78,,19.25,14128,29.0
15301,2,17.12,,3.4,14128,24.1
15301,2,17.17,,10.33,14128,23.7
15301,2,17.33,,20.45,14128,24.83
15301,2,17.68,,0.95,14128,25.13
15301,2,17.7,,33.63,14128,23.93
15301,2,18.25,,13.72,14128,30.03
15301,2,18.48,,9.7,14128,18.3
15301,2,18.88,,2.22,14128,19.53
15301,2,18.92,,20.88,14128,24.07
15301,2,19.27,,13.9,14128,22.4
15301,2,19.5,,13.25,14128,21.85
15301,2,19.72,,28.08,14128,22.47
15301,2,20.18,,18.7,14128,21.92
15301,2,20.5,,17.68,14128,18.4
15301,2,20.8,,15.28,14128,19.97
15301,2,21.05,,23.1,14128,20.6
15301,2,21.43,,7.23,14128,23.42
15301,2,21.55,,26.48,14128,23.82
15301,2,22.0,,27.0,14128,20.23
15301,2,22.45,,24.4,14128,19.63
15301,2,22.85,,25.9,14128,20.93
15301,2,23.28,,,14128,17.43
15301,3,4.07,,15.32,14128,12.97
15301,3,4.32,,22.68,14128,18.0
15301,3,4.7,,14.98,14128,16.33
15301,3,4.95,,6.5,14128,17.32
15301,3,5.05,,10.92,14128,19.45
15301,3,5.23,,27.03,14128,16.72
15301,3,5.68,,0.37,14128,8.8
15301,3,5.7,,7.35,14128,17.62
15301,3,5.82,,7.9,14128,15.83
15301,3,5.95,,4.42,14128,19.88
15301,3,6.02,,11.45,14128,21.25
15301,3,6.22,,7.73,14128,20.43
15301,3,6.35,,5.5,14128,20.22
15301,3,6.43,,6.28,14128,20.2
15301,3,6.53,,9.9,14128,22.8
15301,3,6.7,,7.6,14128,21.72
15301,3,6.83,,11.62,14128,22.58
15301,3,7.03,,14.6,14128,22.42
