origin,day_of_week,decimal_time,wait|17786,wait|3158,destination,travel_time
3170,2,4.1,19.18,,12829,18.67
3170,2,4.42,23.43,,12829,20.2
3170,2,5.17,4.5,,12829,19.75
3170,2,5.23,11.2,,12829,18.63
3170,2,5.42,14.08,,12829,20.32
3170,2,5.67,18.8,,12829,20.27
3170,2,5.97,8.95,,12829,22.22
3170,2,6.12,18.17,,12829,22.52
3170,2,6.42,6.53,,12829,23.38
3170,2,6.53,11.3,,12829,21.37
3170,2,6.72,10.08,,12829,26.13
3170,2,6.88,7.47,,12829,28.18
3170,2,7.02,16.43,,12829,32.45
3170,2,7.28,18.13,,12829,30.0
3170,2,7.58,9.1,,12829,37.12
3170,2,7.73,0.05,,12829,31.58
3170,2,7.75,10.82,,12829,35.22
3170,2,7.92,17.12,,12829,32.12
3170,2,8.2,1.1,,12829,27.2
3170,2,8.23,17.7,,12829,27.75
3170,2,8.63,21.83,,12829,28.95
3170,2,9.0,8.05,,12829,27.03
3170,2,9.13,11.98,,12829,24.95
3170,2,9.33,16.75,,12829,24.52
3170,2,9.62,15.23,,12829,27.08
3170,2,9.87,7.27,,12829,24.85
3170,2,10.0,17.87,,12829,25.97
3170,2,10.28,24.78,,12829,27.55
3170,2,10.7,14.12,,12829,27.87
3170,2,10.93,12.9,,12829,26.33
3170,2,11.15,18.02,,12829,26.78
3170,2,11.45,5.9,,12829,25.25
3170,2,11.55,41.13,,12829,25.75
3170,2,12.23,0.05,,12829,28.13
3170,2,12.23,20.52,,12829,28.75
3170,2,12.58,9.63,,12829,27.67
3170,2,12.73,13.97,,12829,27.88
3170,2,12.97,16.98,,12829,25.62
3170,2,13.25,2.85,,12829,27.17
3170,2,13.3,7.0,,12829,25.43
3170,2,13.42,41.37,,12829,27.33
3170,2,14.12,0.7,,12829,28.0
3170,2,14.12,13.98,,12829,27.5
3170,2,14.35,6.88,,12829,29.0
3170,2,14.47,5.15,,12829,28.22
3170,2,14.55,22.43,,12829,25.18
3170,2,14.93,12.1,,12829,30.35
3170,2,15.13,14.17,,12829,26.35
3170,2,15.37,4.57,,12829,34.85
3170,2,15.45,10.72,,12829,30.38
3170,2,15.62,6.03,,12829,28.08
3170,2,15.72,20.47,,12829,27.88
3170,2,16.07,10.7,,12829,37.4
3170,2,16.25,10.75,,12829,32.25
3170,2,16.42,7.38,,12829,28.22
3170,2,16.55,17.9,,12829,29.23
3170,2,16.85,6.7,,12829,34.37
3170,2,16.95,33.95,,12829,33.1
3170,2,17.52,7.27,,12829,32.23
3170,2,17.63,15.02,,12829,32.58
3170,2,17.88,17.33,,12829,34.9
3170,2,18.18,10.9,,12829,29.23
3170,2,18.37,26.62,,12829,30.57
3170,2,18.8,6.12,,12829,23.77
3170,2,18.9,20.42,,12829,28.28
3170,2,19.25,10.68,,12829,23.63
3170,2,19.43,15.88,,12829,23.73
3170,2,19.68,20.53,,12829,24.73
3170,2,20.03,4.88,,12829,28.03
3170,2,20.12,22.03,,12829,19.32
3170,2,20.48,22.2,,12829,24.78
3170,2,20.85,16.17,,12829,24.23
3170,2,21.12,40.03,,12829,26.8
3170,2,21.78,23.55,,12829,22.12
3170,2,22.18,21.25,,12829,22.93
3170,2,22.53,27.38,,12829,22.3
3170,2,22.98,16.78,,12829,24.62
3170,2,23.27,,,12829,24.22
3170,3,4.28,31.27,,12829,12.23
3170,3,4.8,18.0,,12829,18.0
3170,3,5.1,7.1,,12829,18.82
3170,3,5.22,12.18,,12829,18.78
3170,3,5.42,13.62,,12829,19.52
3170,3,5.65,12.65,,12829,20.52
3170,3,5.87,6.62,,12829,20.83
3170,3,5.97,10.18,,12829,21.3
3170,3,6.15,15.43,,12829,23.77
3170,3,6.4,7.63,,12829,23.85
3170,3,6.53,10.47,,12829,21.48
3170,3,6.7,21.42,,12829,21.13
3170,3,7.05,6.58,,12829,33.53
3170,3,7.17,5.77,,12829,32.27
3170,3,7.27,12.4,,12829,27.9
3170,3,7.47,5.03,,12829,28.93
3170,3,7.55,13.55,,12829,27.92
3170,3,7.78,6.43,,12829,27.18
3170,3,7.88,8.1,,12829,25.53
3170,3,8.02,9.9,,12829,24.83
3170,3,8.18,16.95,,12829,24.65
3170,3,8.58,9.58,,12829,26.52
