origin,day_of_week,decimal_time,wait|3040,wait|3099,destination,travel_time
3086,2,4.37,,17.6,16138,6.32
3086,2,4.65,,37.33,16138,5.88
3086,2,5.28,,5.33,16138,6.58
3086,2,5.37,,8.37,16138,4.18
3086,2,5.52,,11.38,16138,4.98
3086,2,5.7,,11.08,16138,6.72
3086,2,5.88,,16.32,16138,6.87
3086,2,6.15,,11.13,16138,5.52
3086,2,6.33,,6.98,16138,7.22
3086,2,6.45,,6.95,16138,6.63
3086,2,6.57,,8.4,16138,6.53
3086,2,6.72,,4.7,16138,8.75
3086,2,6.78,,8.5,16138,5.7
3086,2,6.93,,10.83,16138,7.07
3086,2,7.12,,36.12,16138,7.05
3086,2,7.72,,12.22,16138,11.12
3086,2,7.92,,7.1,16138,9.83
3086,2,8.03,,14.05,16138,11.82
3086,2,8.27,,21.83,16138,10.97
3086,2,8.63,,1.38,16138,7.43
3086,2,8.67,,9.7,16138,17.48
3086,2,8.82,,42.37,16138,9.32
3086,2,9.53,,0.0,16138,8.78
3086,2,9.53,,16.98,16138,8.23
3086,2,9.82,,6.75,16138,8.32
3086,2,9.92,,25.7,16138,7.52
3086,2,10.35,,3.33,16138,12.05
3086,2,10.4,,25.08,16138,9.02
3086,2,10.82,,18.78,16138,10.37
3086,2,11.25,,19.85,16138,10.75
3086,2,11.58,,4.38,16138,12.88
3086,2,11.65,,17.58,16138,10.83
3086,2,11.95,,20.42,16138,10.97
3086,2,12.28,,6.85,16138,10.9
3086,2,12.4,,28.32,16138,8.75
3086,2,12.88,,1.02,16138,10.7
3086,2,12.9,,12.8,16138,10.32
3086,2,13.1,,16.15,16138,10.15
3086,2,13.38,,29.43,16138,10.52
3086,2,13.87,,25.33,16138,10.73
3086,2,14.28,,16.07,16138,7.67
3086,2,14.55,,14.47,16138,13.4
3086,2,14.8,,17.02,16138,15.22
3086,2,15.08,,3.73,16138,14.83
3086,2,15.15,,6.88,16138,14.8
3086,2,15.25,,20.07,16138,13.18
3086,2,15.6,,29.28,16138,15.22
3086,2,16.08,,12.57,16138,13.17
3086,2,16.28,,2.93,16138,11.73
3086,2,16.33,,10.57,16138,12.7
3086,2,16.52,,10.58,16138,14.93
3086,2,16.68,,8.88,16138,11.77
3086,2,16.83,,22.62,16138,13.6
3086,2,17.22,,4.92,16138,10.98
3086,2,17.3,,14.78,16138,10.4
3086,2,17.55,,3.92,16138,13.48
3086,2,17.62,,9.8,16138,13.6
3086,2,17.77,,20.93,16138,10.85
3086,2,18.13,,39.5,16138,13.17
3086,2,18.78,,0.9,16138,13.65
3086,2,18.8,,25.82,16138,9.23
3086,2,19.23,,8.02,16138,11.75
3086,2,19.67,,13.13,16138,11.17
3086,2,19.88,,14.32,16138,11.15
3086,2,20.13,,27.82,16138,8.8
3086,2,20.6,,13.82,16138,9.32
3086,2,20.82,,20.03,16138,6.93
3086,2,21.15,,15.85,16138,10.12
3086,2,21.42,,25.78,16138,9.2
3086,2,21.85,,7.42,16138,8.05
3086,2,21.98,,22.67,16138,7.2
3086,2,22.35,,53.07,16138,8.5
3086,2,23.23,,22.0,16138,7.97
3086,2,23.6,,,16138,8.02
3086,3,4.33,,19.07,16138,5.6
3086,3,4.65,,20.67,16138,5.95
3086,3,5.0,,15.68,16138,5.25
3086,3,5.27,,8.95,16138,5.63
3086,3,5.4,,7.72,16138,7.85
3086,3,5.53,,19.3,16138,5.87
3086,3,5.87,,8.87,16138,5.75
3086,3,6.0,,5.55,16138,4.67
3086,3,6.1,,12.32,16138,5.8
3086,3,6.3,,5.98,16138,6.68
3086,3,6.4,,10.83,16138,5.95
3086,3,6.58,,7.82,16138,6.92
3086,3,6.72,,5.32,16138,11.55
3086,3,6.8,,8.2,16138,8.07
3086,3,6.93,,8.88,16138,8.97
3086,3,7.08,,8.55,16138,7.3
3086,3,7.23,,11.82,16138,8.13
3086,3,7.43,,16.55,16138,9.27
3086,3,7.7,,11.15,16138,11.12
3086,3,7.88,,12.8,16138,10.42
3086,3,8.1,,6.73,16138,12.67
3086,3,8.22,,17.28,16138,9.77
3086,3,8.5,,18.27,16138,8.52
3086,3,8.8,,26.77,16138,8.55
3086,3,9.25,,0.12,16138,9.45
3086,3,9.25,,15.1,16138,9.45
3086,3,9.5,,14.77,16138,9.08
3086,3,9.75,,12.65,16138,9.43
3086,3,9.97,,10.18,16138,8.63
