origin,day_of_week,decimal_time,wait|17786,wait|3158,destination,travel_time
3156,2,5.07,17.47,17.47,12829,25.57
3156,2,5.35,41.25,41.25,12829,24.37
3156,2,6.05,15.72,15.72,12829,27.15
3156,2,6.3,19.03,19.03,12829,30.47
3156,2,6.62,9.03,9.03,12829,32.02
3156,2,6.77,7.22,7.22,12829,35.12
3156,2,6.9,16.92,16.92,12829,39.63
3156,2,7.18,14.87,14.87,12829,36.7
3156,2,7.42,10.85,10.85,12829,47.08
3156,2,7.6,1.23,1.23,12829,39.8
3156,2,7.62,8.97,8.97,12829,42.25
3156,2,7.77,16.08,16.08,12829,41.0
3156,2,8.05,0.68,0.68,12829,38.77
3156,2,8.05,17.63,17.63,12829,36.43
3156,2,8.48,20.9,20.9,12829,38.08
3156,2,8.83,10.8,10.8,12829,37.1
3156,2,9.02,10.33,10.33,12829,32.27
3156,2,9.18,15.03,15.03,12829,33.48
3156,2,9.43,17.92,17.92,12829,37.77
3156,2,9.73,6.9,6.9,12829,32.85
3156,2,9.85,17.32,17.32,12829,34.33
3156,2,10.13,23.87,23.87,12829,36.47
3156,2,10.53,13.05,13.05,12829,37.7
3156,2,10.75,12.35,5.05,12829,37.23
3156,2,10.97,21.17,21.17,12829,38.23
3156,2,11.32,6.72,6.72,12829,33.55
3156,2,11.43,39.92,39.92,12829,33.23
3156,2,12.1,1.75,1.75,12829,36.83
3156,2,12.12,18.17,18.17,12829,35.75
3156,2,12.42,11.38,11.38,12829,37.02
3156,2,12.62,14.82,14.82,12829,35.48
3156,2,12.87,14.92,14.92,12829,32.37
3156,2,13.12,12.03,12.03,12829,35.98
3156,2,13.32,35.73,35.73,12829,33.97
3156,2,13.9,4.97,4.97,12829,40.27
3156,2,13.98,12.87,12.87,12829,35.5
3156,2,14.2,14.1,14.1,12829,38.12
3156,2,14.43,20.93,20.93,12829,32.23
3156,2,14.78,23.12,23.12,12829,38.9
3156,2,15.17,8.87,8.87,12829,46.55
3156,2,15.32,14.0,14.0,12829,37.78
3156,2,15.55,17.08,17.08,12829,38.03
3156,2,15.83,11.15,11.15,12829,50.93
3156,2,16.02,14.07,14.07,12829,45.33
3156,2,16.25,7.08,7.08,12829,37.98
3156,2,16.38,19.48,19.48,12829,39.3
3156,2,16.7,7.28,7.28,12829,42.85
3156,2,16.82,24.57,24.57,12829,41.0
3156,2,17.23,9.43,9.43,12829,49.52
3156,2,17.38,17.65,17.65,12829,47.7
3156,2,17.68,9.63,9.63,12829,47.38
3156,2,17.85,19.02,18.7,12829,49.42
3156,2,18.17,22.35,17.53,12829,42.63
3156,2,18.53,13.4,13.4,12829,40.1
3156,2,18.75,14.47,7.72,12829,37.33
3156,2,19.0,17.98,17.98,12829,38.63
3156,2,19.3,13.8,2.6,12829,31.43
