origin,day_of_week,decimal_time,wait|3040,wait|3099,destination,travel_time
17338,2,4.25,,18.2,14128,5.2
17338,2,4.55,,38.85,14128,3.18
17338,2,5.2,,1.35,14128,2.9
17338,2,5.23,,12.55,14128,3.43
17338,2,5.43,,11.3,14128,2.43
17338,2,5.63,,10.4,14128,2.93
17338,2,5.8,,16.58,14128,3.32
17338,2,6.08,,10.37,14128,3.9
17338,2,6.25,,4.77,14128,4.32
17338,2,6.33,,7.72,14128,3.65
17338,2,6.45,,8.7,14128,4.97
17338,2,6.6,,6.65,14128,5.17
17338,2,6.72,,7.65,14128,3.52
17338,2,6.83,,11.18,14128,4.08
17338,2,7.03,,35.07,14128,3.83
17338,2,7.62,,12.65,14128,4.62
17338,2,7.82,,0.18,14128,4.62
17338,2,7.82,,5.63,14128,6.15
17338,2,7.92,,14.18,14128,5.57
17338,2,8.15,,23.08,14128,4.82
17338,2,8.53,,0.48,14128,4.2
17338,2,8.55,,10.67,14128,5.42
17338,2,8.73,,42.32,14128,4.43
17338,2,9.43,,1.2,14128,4.13
17338,2,9.45,,15.38,14128,2.85
17338,2,9.7,,7.15,14128,4.82
17338,2,9.83,,25.72,14128,3.55
17338,2,10.25,,4.28,14128,3.95
17338,2,10.33,,22.85,14128,3.63
17338,2,10.7,,15.38,14128,5.05
17338,2,10.97,,11.73,14128,8.7
17338,2,11.17,,18.12,14128,4.4
17338,2,11.47,,5.85,14128,5.77
17338,2,11.55,,16.87,14128,4.3
17338,2,11.83,,21.43,14128,5.0
17338,2,12.2,,5.55,14128,4.22
17338,2,12.28,,27.42,14128,4.85
17338,2,12.75,,1.83,14128,5.67
17338,2,12.78,,14.45,14128,4.73
17338,2,13.02,,14.33,14128,3.37
17338,2,13.25,,29.95,14128,5.33
17338,2,13.75,,26.38,14128,4.48
17338,2,14.2,,15.7,14128,4.07
17338,2,14.45,,10.15,14128,3.88
17338,2,14.63,,18.68,14128,7.18
17338,2,14.93,,2.47,14128,6.55
17338,2,14.98,,7.42,14128,7.53
17338,2,15.1,,19.47,14128,7.43
17338,2,15.43,,28.7,14128,7.88
17338,2,15.9,,12.3,14128,7.1
17338,2,16.12,,3.23,14128,8.2
