origin,day_of_week,decimal_time,wait|17786,wait|3158,destination,travel_time
3162,2,4.05,19.85,,12829,21.8
3162,2,4.38,23.8,,12829,22.67
3162,2,5.1,5.7,,12829,23.0
3162,2,5.2,11.18,,12829,20.68
3162,2,5.38,12.87,,12829,22.38
3162,2,5.6,18.48,,12829,23.55
3162,2,5.92,9.85,,12829,25.82
3162,2,6.08,17.95,,12829,25.22
3162,2,6.38,7.28,,12829,26.3
3162,2,6.5,10.27,,12829,23.53
3162,2,6.67,9.28,,12829,29.33
3162,2,6.82,7.93,,12829,32.18
3162,2,6.95,16.33,,12829,35.98
3162,2,7.23,15.75,,12829,33.63
3162,2,7.48,10.95,,12829,43.13
3162,2,7.67,0.72,,12829,35.75
3162,2,7.68,9.32,,12829,38.72
3162,2,7.83,17.37,,12829,37.12
3162,2,8.13,0.9,,12829,31.95
3162,2,8.15,17.12,,12829,32.7
3162,2,8.57,21.97,,12829,33.75
3162,2,8.93,9.15,,12829,31.7
3162,2,9.08,11.1,,12829,28.52
3162,2,9.27,16.8,,12829,28.97
3162,2,9.55,15.87,,12829,31.48
3162,2,9.8,5.97,,12829,28.62
3162,2,9.9,18.83,,12829,31.03
3162,2,10.22,25.07,,12829,31.65
3162,2,10.63,13.05,,12829,31.68
3162,2,10.85,12.8,,12829,31.22
3162,2,11.07,18.62,,12829,31.77
3162,2,11.38,6.43,,12829,29.63
3162,2,11.48,41.2,,12829,29.6
3162,2,12.17,0.0,,12829,31.92
3162,2,12.17,19.18,,12829,32.58
3162,2,12.5,10.95,,12829,32.83
3162,2,12.68,14.38,,12829,31.73
3162,2,12.92,14.75,,12829,29.05
3162,2,13.17,4.87,,12829,32.83
3162,2,13.25,7.65,,12829,29.08
3162,2,13.37,38.48,,12829,30.33
3162,2,14.02,1.95,,12829,33.88
3162,2,14.05,13.6,,12829,32.13
3162,2,14.27,7.27,,12829,34.02
3162,2,14.4,6.25,,12829,32.85
3162,2,14.5,20.73,,12829,28.72
3162,2,14.85,12.82,,12829,35.58
3162,2,15.05,13.1,,12829,30.87
3162,2,15.27,6.08,,12829,40.43
3162,2,15.38,9.9,,12829,34.45
3162,2,15.53,7.42,,12829,32.97
3162,2,15.67,16.78,,12829,31.38
3162,2,15.95,11.67,,12829,44.58
3162,2,16.13,12.27,,12829,38.47
3162,2,16.35,7.72,,12829,32.92
3162,2,16.47,18.17,,12829,33.6
3162,2,16.77,5.87,,12829,38.47
3162,2,16.87,28.63,,12829,38.03
3162,2,17.35,6.78,,12829,42.48
3162,2,17.47,16.93,,12829,43.32
3162,2,17.75,9.9,,12829,43.72
3162,2,17.92,19.62,,12829,45.48
3162,2,18.23,28.67,,12829,38.1
3162,2,18.72,5.88,,12829,29.25
3162,2,18.82,18.37,,12829,34.0
3162,2,19.12,14.43,,12829,31.4
3162,2,19.37,15.6,,12829,27.75
3162,2,19.62,19.23,,12829,29.03
3162,2,19.93,4.93,,12829,33.63
3162,2,20.02,23.05,,12829,24.87
3162,2,20.4,22.93,,12829,29.32
3162,2,20.78,15.95,,12829,28.03
3162,2,21.05,40.35,,12829,30.82
3162,2,21.73,22.88,,12829,25.82
3162,2,22.1,22.87,,12829,27.3
3162,2,22.48,26.23,,12829,25.05
3162,2,22.93,17.67,,12829,28.52
3162,2,23.22,,,12829,27.23
3162,3,4.22,32.45,,12829,15.8
3162,3,4.77,17.13,,12829,20.38
3162,3,5.05,8.27,,12829,22.07
3162,3,5.18,11.65,,12829,20.87
3162,3,5.38,12.7,,12829,22.13
3162,3,5.6,12.92,,12829,24.05
3162,3,5.8,6.82,,12829,24.1
3162,3,5.92,9.92,,12829,24.37
3162,3,6.08,15.72,,12829,27.1
3162,3,6.35,8.13,,12829,26.9
3162,3,6.48,10.38,,12829,24.03
3162,3,6.65,20.58,,12829,23.77
3162,3,7.0,6.22,,12829,37.0
3162,3,7.1,5.97,,12829,36.1
3162,3,7.2,11.47,,12829,31.53
3162,3,7.4,6.37,,12829,33.5
3162,3,7.5,11.5,,12829,31.15
3162,3,7.7,7.13,,12829,32.47
3162,3,7.82,8.88,,12829,30.12
3162,3,7.97,9.62,,12829,28.63
3162,3,8.12,14.93,,12829,28.73
3162,3,8.5,9.72,,12829,31.8
3162,3,8.67,17.37,,12829,30.82
3162,3,8.95,5.67,,12829,29.42
3162,3,9.05,22.57,,12829,29.53
3162,3,9.42,7.6,,12829,32.98
3162,3,9.55,12.0,,12829,26.02
3162,3,9.75,30.15,,12829,29.92
3162,3,10.25,7.22,,12829,31.57
3162,3,10.37,15.28,,12829,29.35
3162,3,10.62,14.28,,12829,34.35
3162,3,10.87,11.4,,12829,27.2
3162,3,11.05,16.72,,12829,28.32
3162,3,11.33,9.97,,12829,34.48
3162,3,11.5,20.57,,12829,31.82
3162,3,11.83,10.03,,12829,28.82
3162,3,12.0,14.92,,12829,31.4
3162,3,12.25,13.07,,12829,31.7
3162,3,12.47,10.88,,12829,29.32
3162,3,12.65,38.18,,12829,33.45
3162,3,13.28,4.27,,12829,28.02
3162,3,13.37,15.97,,12829,31.4
3162,3,13.63,11.3,,12829,33.18
3162,3,13.82,14.47,,12829,29.18
3162,3,14.05,15.32,,12829,29.73
3162,3,14.32,10.93,,12829,30.9
3162,3,14.5,6.88,,12829,30.9
3162,3,14.62,6.03,,12829,36.4
3162,3,14.72,9.83,,12829,30.62
3162,3,14.87,13.25,,12829,36.25
3162,3,15.1,9.55,,12829,34.72
3162,3,15.25,8.47,,12829,34.77
3162,3,15.4,9.47,,12829,39.7
3162,3,15.55,9.28,,12829,35.2
3162,3,15.7,15.77,,12829,36.4
3162,3,15.97,20.05,,12829,43.93
3162,3,16.3,22.37,,12829,34.18
3162,3,16.68,1.13,,12829,37.65
3162,3,17.32,0.17,,12829,49.43
3162,3,17.32,22.23,,12829,48.2
3162,3,17.68,1.15,,12829,34.18
3162,3,17.85,14.88,,12829,39.07
3162,3,18.1,13.22,,12829,32.8
3162,3,18.32,18.92,,12829,32.68
3162,3,18.63,10.3,,12829,33.65
3162,3,18.82,46.65,,12829,34.2
3162,3,19.58,5.12,,12829,31.87
3162,3,19.67,10.9,,12829,0.93
3162,3,19.85,34.03,,12829,31.68
3162,3,20.42,25.58,,12829,33.0
3162,3,20.85,13.37,,12829,23.58
3162,3,21.07,16.28,,12829,26.57
3162,3,21.35,26.85,,12829,28.48
3162,3,21.78,41.15,,12829,23.95
3162,3,22.48,27.62,,12829,28.42
3162,3,22.93,15.95,,12829,28.58
3162,4,4.05,20.6,,12829,19.38
3162,4,4.4,22.37,,12829,21.1
3162,4,4.77,16.92,,12829,22.57
3162,4,5.05,8.6,,12829,21.7
3162,4,5.2,22.58,,12829,22.52
3162,4,5.58,15.85,,12829,20.63
3162,4,5.83,4.42,,12829,26.38
3162,4,5.92,9.2,,12829,23.88
3162,4,6.07,19.27,,12829,26.17
3162,4,6.5,8.52,,12829,27.33
3162,4,6.63,14.0,,12829,24.78
3162,4,6.87,6.62,,12829,29.17
3162,4,6.98,8.95,,12829,33.05
3162,4,7.13,8.32,,12829,31.35
3162,4,7.27,7.82,,12829,35.1
3162,4,7.4,6.38,,12829,37.62
3162,4,7.5,11.8,,12829,31.45
3162,4,7.7,9.33,,12829,32.85
3162,4,7.87,13.47,,12829,30.28
3162,4,8.08,14.18,,12829,27.37
3162,4,8.32,4.22,,12829,32.48
3162,4,8.38,7.03,,12829,30.3
3162,4,8.5,15.23,,12829,33.43
3162,4,8.77,10.95,,12829,34.75
3162,4,8.95,7.88,,12829,30.42
3162,4,9.08,12.77,,12829,28.6
3162,4,9.28,19.87,,12829,30.9
3162,4,9.62,9.27,,12829,33.03
3162,4,9.77,10.98,,12829,27.93
3162,4,9.95,14.78,,12829,30.62
3162,4,10.2,10.18,,12829,29.85
3162,4,10.37,15.95,,12829,29.92
3162,4,10.63,15.32,,12829,30.15
3162,4,10.9,6.75,,12829,32.98
3162,4,11.0,17.45,,12829,29.78
3162,4,11.53,22.3,,12829,31.5
3162,4,11.9,5.6,,12829,37.13
3162,4,12.0,19.32,,12829,31.13
3162,4,12.32,10.8,,12829,31.42
3162,4,12.5,13.13,,12829,32.75
3162,4,12.72,10.95,,12829,26.85
3162,4,12.9,16.05,,12829,36.78
3162,4,13.17,4.85,,12829,33.87
3162,4,13.25,9.7,,12829,35.4
3162,4,13.42,12.4,,12829,36.78
3162,4,13.62,13.02,,12829,31.23
3162,4,13.83,16.08,,12829,35.0
3162,4,14.1,12.52,,12829,37.05
3162,4,14.32,9.58,,12829,35.15
3162,4,14.47,24.82,,12829,33.72
3162,4,14.88,11.03,,12829,47.8
3162,4,15.07,0.03,,12829,37.37
3162,4,15.07,10.2,,12829,37.03
3162,4,15.25,15.13,,12829,49.23
3162,4,15.5,4.43,,12829,41.75
3162,4,15.57,4.53,,12829,37.43
3162,4,15.65,27.63,,12829,45.6
3162,4,16.1,9.18,,12829,50.85
